horizon_hours,signal,alpha,base_mae,corrected_mae,delta_mae,baseline_probe_mae,incremental_delta_vs_baseline_probe
3,baseline_current_pm+prediction,100.0,9.585887908935547,9.586792945861816,0.0009050369262695312,,
3,spatial_innovation,0.01,9.585887908935547,9.549707715928431,-0.036180193007115946,9.586792945861816,-0.03708522993338548
3,neighbor_trend,100.0,9.585887908935547,9.520226851129866,-0.06566105780568066,9.586792945861816,-0.06656609473195019
3,regional_factor,0.01,9.585887908935547,9.590518951416016,0.00463104248046875,9.586792945861816,0.0037260055541992188
3,wind_aligned_innovation,0.01,9.585887908935547,9.466373443603516,-0.11951446533203125,9.586792945861816,-0.12041950225830078
3,wind_lagged_innovation_3h,100.0,9.585887908935547,9.479247093200684,-0.10664081573486328,9.586792945861816,-0.10754585266113281
3,wind_lagged_innovation_6h,100.0,9.585887908935547,9.552796363830566,-0.03309154510498047,9.586792945861816,-0.03399658203125
3,dewpoint,100.0,9.585887908935547,9.587231636047363,0.0013437271118164062,9.586792945861816,0.000438690185546875
3,precipitation,100.0,9.585887908935547,9.588261604309082,0.0023736953735351562,9.586792945861816,0.001468658447265625
3,boundary_layer_height,100.0,9.585887908935547,9.587775230407715,0.0018873214721679688,9.586792945861816,0.0009822845458984375
3,ventilation,100.0,9.585887908935547,9.584586143493652,-0.0013017654418945312,9.586792945861816,-0.0022068023681640625
3,dewpoint_deficit,0.01,9.585887908935547,9.585208892822266,-0.00067901611328125,9.586792945861816,-0.0015840530395507812
6,baseline_current_pm+prediction,100.0,12.957653999328613,12.999041557312012,0.04138755798339844,,
6,spatial_innovation,0.01,12.957653999328613,12.903684236565361,-0.05396976276325205,12.999041557312012,-0.09535732074665049
6,neighbor_trend,100.0,12.957653999328613,13.007016520400116,0.04936252107150274,12.999041557312012,0.007974963088104303
6,regional_factor,100.0,12.957653999328613,12.98159408569336,0.023940086364746094,12.999041557312012,-0.017447471618652344
6,wind_aligned_innovation,0.01,12.957653999328613,12.730358123779297,-0.2272958755493164,12.999041557312012,-0.26868343353271484
6,wind_lagged_innovation_3h,100.0,12.957653999328613,12.890030860900879,-0.06762313842773438,12.999041557312012,-0.10901069641113281
6,wind_lagged_innovation_6h,100.0,12.957653999328613,12.965002059936523,0.007348060607910156,12.999041557312012,-0.03403949737548828
6,dewpoint,100.0,12.957653999328613,12.998910903930664,0.04125690460205078,12.999041557312012,-0.00013065338134765625
6,precipitation,100.0,12.957653999328613,13.000419616699219,0.04276561737060547,12.999041557312012,0.0013780593872070312
6,boundary_layer_height,0.01,12.957653999328613,12.996011734008789,0.03835773468017578,12.999041557312012,-0.0030298233032226562
6,ventilation,100.0,12.957653999328613,12.996445655822754,0.038791656494140625,12.999041557312012,-0.0025959014892578125
6,dewpoint_deficit,1.0,12.957653999328613,12.994162559509277,0.03650856018066406,12.999041557312012,-0.004878997802734375
12,baseline_current_pm+prediction,0.1,15.40038776397705,15.474159240722656,0.07377147674560547,,
12,spatial_innovation,0.01,15.40038776397705,15.363448908784077,-0.03693885519297346,15.474159240722656,-0.11071033193857893
12,neighbor_trend,0.01,15.40038776397705,15.440818292084606,0.040430528107554764,15.474159240722656,-0.033340948638050705
12,regional_factor,0.01,15.40038776397705,15.40272331237793,0.0023355484008789062,15.474159240722656,-0.07143592834472656
12,wind_aligned_innovation,0.01,15.40038776397705,15.202160835266113,-0.1982269287109375,15.474159240722656,-0.27199840545654297
12,wind_lagged_innovation_3h,0.01,15.40038776397705,15.383201599121094,-0.01718616485595703,15.474159240722656,-0.0909576416015625
12,wind_lagged_innovation_6h,0.01,15.40038776397705,15.450440406799316,0.050052642822265625,15.474159240722656,-0.023718833923339844
12,dewpoint,100.0,15.40038776397705,15.476654052734375,0.07626628875732422,15.474159240722656,0.00249481201171875
12,precipitation,100.0,15.40038776397705,15.472053527832031,0.07166576385498047,15.474159240722656,-0.002105712890625
12,boundary_layer_height,100.0,15.40038776397705,15.451934814453125,0.05154705047607422,15.474159240722656,-0.02222442626953125
12,ventilation,0.01,15.40038776397705,15.466129302978516,0.06574153900146484,15.474159240722656,-0.008029937744140625
12,dewpoint_deficit,0.01,15.40038776397705,15.455958366394043,0.05557060241699219,15.474159240722656,-0.01820087432861328
24,baseline_current_pm+prediction,0.01,17.105009078979492,17.18947982788086,0.08447074890136719,,
24,spatial_innovation,0.01,17.105009078979492,17.18404196297889,0.07903288399939612,17.18947982788086,-0.005437864901971068
24,neighbor_trend,0.01,17.105009078979492,17.119653139062788,0.01464406008329533,17.18947982788086,-0.06982668881807186
24,regional_factor,0.01,17.105009078979492,17.177980422973633,0.07297134399414062,17.18947982788086,-0.011499404907226562
24,wind_aligned_innovation,0.01,17.105009078979492,17.15069580078125,0.04568672180175781,17.18947982788086,-0.038784027099609375
24,wind_lagged_innovation_3h,0.01,17.105009078979492,17.173307418823242,0.06829833984375,17.18947982788086,-0.016172409057617188
24,wind_lagged_innovation_6h,0.01,17.105009078979492,17.18025779724121,0.07524871826171875,17.18947982788086,-0.009222030639648438
24,dewpoint,100.0,17.105009078979492,17.18553924560547,0.08053016662597656,17.18947982788086,-0.003940582275390625
24,precipitation,100.0,17.105009078979492,17.188322067260742,0.08331298828125,17.18947982788086,-0.0011577606201171875
24,boundary_layer_height,100.0,17.105009078979492,17.170448303222656,0.06543922424316406,17.18947982788086,-0.019031524658203125
24,ventilation,0.01,17.105009078979492,17.181814193725586,0.07680511474609375,17.18947982788086,-0.0076656341552734375
24,dewpoint_deficit,100.0,17.105009078979492,17.162385940551758,0.057376861572265625,17.18947982788086,-0.027093887329101562
36,baseline_current_pm+prediction,0.01,18.734294891357422,18.847705841064453,0.11341094970703125,,
36,spatial_innovation,0.01,18.734294891357422,18.840532741308884,0.10623784995146224,18.847705841064453,-0.007173099755569012
36,neighbor_trend,0.01,18.734294891357422,18.83667059878333,0.10237570742590663,18.847705841064453,-0.011035242281124624
36,regional_factor,0.01,18.734294891357422,18.839710235595703,0.10541534423828125,18.847705841064453,-0.00799560546875
36,wind_aligned_innovation,0.01,18.734294891357422,18.834617614746094,0.10032272338867188,18.847705841064453,-0.013088226318359375
36,wind_lagged_innovation_3h,0.01,18.734294891357422,18.83989715576172,0.10560226440429688,18.847705841064453,-0.007808685302734375
36,wind_lagged_innovation_6h,0.01,18.734294891357422,18.846879959106445,0.11258506774902344,18.847705841064453,-0.0008258819580078125
36,dewpoint,0.01,18.734294891357422,18.851457595825195,0.11716270446777344,18.847705841064453,0.0037517547607421875
36,precipitation,100.0,18.734294891357422,18.850780487060547,0.116485595703125,18.847705841064453,0.00307464599609375
36,boundary_layer_height,100.0,18.734294891357422,18.812028884887695,0.07773399353027344,18.847705841064453,-0.03567695617675781
36,ventilation,100.0,18.734294891357422,18.828601837158203,0.09430694580078125,18.847705841064453,-0.01910400390625
36,dewpoint_deficit,100.0,18.734294891357422,18.81207847595215,0.07778358459472656,18.847705841064453,-0.03562736511230469
48,baseline_current_pm+prediction,100.0,19.304107666015625,19.35102081298828,0.04691314697265625,,
48,spatial_innovation,100.0,19.304107666015625,19.351318413699282,0.04721074768365696,19.35102081298828,0.0002976007110007117
48,neighbor_trend,100.0,19.304107666015625,19.33683916215022,0.032731496134594806,19.35102081298828,-0.014181650838061444
48,regional_factor,100.0,19.304107666015625,19.35285186767578,0.04874420166015625,19.35102081298828,0.0018310546875
48,wind_aligned_innovation,100.0,19.304107666015625,19.35267448425293,0.04856681823730469,19.35102081298828,0.0016536712646484375
48,wind_lagged_innovation_3h,100.0,19.304107666015625,19.352508544921875,0.04840087890625,19.35102081298828,0.00148773193359375
48,wind_lagged_innovation_6h,100.0,19.304107666015625,19.351953506469727,0.04784584045410156,19.35102081298828,0.0009326934814453125
48,dewpoint,100.0,19.304107666015625,19.34090232849121,0.03679466247558594,19.35102081298828,-0.010118484497070312
48,precipitation,100.0,19.304107666015625,19.3546085357666,0.05050086975097656,19.35102081298828,0.0035877227783203125
48,boundary_layer_height,100.0,19.304107666015625,19.324127197265625,0.02001953125,19.35102081298828,-0.02689361572265625
48,ventilation,100.0,19.304107666015625,19.33747673034668,0.03336906433105469,19.35102081298828,-0.013544082641601562
48,dewpoint_deficit,100.0,19.304107666015625,19.32026481628418,0.016157150268554688,19.35102081298828,-0.030755996704101562
72,baseline_current_pm+prediction,100.0,20.212526321411133,20.24395751953125,0.03143119812011719,,
72,spatial_innovation,100.0,20.212526321411133,20.245361774746318,0.032835453335184894,20.24395751953125,0.0014042552150677068
72,neighbor_trend,100.0,20.212526321411133,20.234237015289853,0.021710693878720377,20.24395751953125,-0.00972050424139681
72,regional_factor,100.0,20.212526321411133,20.255905151367188,0.04337882995605469,20.24395751953125,0.0119476318359375
72,wind_aligned_innovation,100.0,20.212526321411133,20.244863510131836,0.032337188720703125,20.24395751953125,0.0009059906005859375
72,wind_lagged_innovation_3h,100.0,20.212526321411133,20.24363899230957,0.0311126708984375,20.24395751953125,-0.0003185272216796875
72,wind_lagged_innovation_6h,100.0,20.212526321411133,20.24323081970215,0.030704498291015625,20.24395751953125,-0.0007266998291015625
72,dewpoint,100.0,20.212526321411133,20.248607635498047,0.03608131408691406,20.24395751953125,0.004650115966796875
72,precipitation,100.0,20.212526321411133,20.248384475708008,0.035858154296875,20.24395751953125,0.0044269561767578125
72,boundary_layer_height,100.0,20.212526321411133,20.218441009521484,0.0059146881103515625,20.24395751953125,-0.025516510009765625
72,ventilation,100.0,20.212526321411133,20.22947120666504,0.01694488525390625,20.24395751953125,-0.014486312866210938
72,dewpoint_deficit,100.0,20.212526321411133,20.226001739501953,0.013475418090820312,20.24395751953125,-0.017955780029296875
