station_index,station,history_type,history_span,future_type,future_horizon,spearman_distance_rho
15,Dalian,weather_only,full72,weather,day3,0.0763790815947704
15,Dalian,weather_only,full72,joint,day3,0.07875718218929555
15,Dalian,weather_only,full72,pm,full72,0.05966379291594823
15,Dalian,weather_only,full72,weather,full72,0.18708314727078681
15,Dalian,weather_only,full72,joint,full72,0.1800392100098025
15,Dalian,joint,full72,pm,day1,0.11197892499473124
15,Dalian,joint,full72,weather,day1,0.2924495231123808
15,Dalian,joint,full72,joint,day1,0.29136120984030245
15,Dalian,joint,full72,pm,day3,0.08974204943551235
15,Dalian,joint,full72,weather,day3,0.08068497217124304
15,Dalian,joint,full72,joint,day3,0.08522833830708458
15,Dalian,joint,full72,pm,full72,0.08847605511901377
15,Dalian,joint,full72,weather,full72,0.19043024660756167
15,Dalian,joint,full72,joint,full72,0.18812790203197552
16,Shanghai,pm_only,recent24,pm,day1,0.299343371835843
16,Shanghai,pm_only,recent24,weather,day1,0.045661017915254475
16,Shanghai,pm_only,recent24,joint,day1,0.12598298549574635
16,Shanghai,pm_only,recent24,pm,day3,0.03699190074797518
16,Shanghai,pm_only,recent24,weather,day3,0.015280110820027703
16,Shanghai,pm_only,recent24,joint,day3,0.0220261300065325
16,Shanghai,pm_only,recent24,pm,full72,0.19859358464839616
16,Shanghai,pm_only,recent24,weather,full72,0.036500533625133405
16,Shanghai,pm_only,recent24,joint,full72,0.07931076632769157
16,Shanghai,weather_only,recent24,pm,day1,0.07344877236219308
16,Shanghai,weather_only,recent24,weather,day1,0.47498671674667925
16,Shanghai,weather_only,recent24,joint,day1,0.4684083556020889
16,Shanghai,weather_only,recent24,pm,day3,-0.020418108604527148
16,Shanghai,weather_only,recent24,weather,day3,0.07521242180310546
16,Shanghai,weather_only,recent24,joint,day3,0.07055201663800416
16,Shanghai,weather_only,recent24,pm,full72,0.03190999547749887
16,Shanghai,weather_only,recent24,weather,full72,0.2739049659762415
16,Shanghai,weather_only,recent24,joint,full72,0.27141906635476654
16,Shanghai,joint,recent24,pm,day1,0.14305693026423255
16,Shanghai,joint,recent24,weather,day1,0.4532802998200749
16,Shanghai,joint,recent24,joint,day1,0.4713051533262883
16,Shanghai,joint,recent24,pm,day3,-0.005563951390987848
16,Shanghai,joint,recent24,weather,day3,0.07393208448302112
16,Shanghai,joint,recent24,joint,day3,0.07342019285504821
16,Shanghai,joint,recent24,pm,full72,0.08277752969438242
16,Shanghai,joint,recent24,weather,full72,0.2634150043537511
16,Shanghai,joint,recent24,joint,full72,0.27398471799617946
16,Shanghai,pm_only,full72,pm,day1,0.23323559530889887
16,Shanghai,pm_only,full72,weather,day1,0.021219458304864575
16,Shanghai,pm_only,full72,joint,day1,0.08385021146255285
16,Shanghai,pm_only,full72,pm,day3,0.052877528719382186
16,Shanghai,pm_only,full72,weather,day3,-0.026536083634020907
16,Shanghai,pm_only,full72,joint,day3,-0.008299686574921644
16,Shanghai,pm_only,full72,pm,full72,0.1779499179874795
16,Shanghai,pm_only,full72,weather,full72,-0.011044130761032691
16,Shanghai,pm_only,full72,joint,full72,0.03047368661842165
16,Shanghai,weather_only,full72,pm,day1,0.00528251532062883
16,Shanghai,weather_only,full72,weather,day1,0.3162185110546277
16,Shanghai,weather_only,full72,joint,day1,0.3027241026810257
16,Shanghai,weather_only,full72,pm,day3,0.03683043470760867
16,Shanghai,weather_only,full72,weather,day3,0.07478251869562967
16,Shanghai,weather_only,full72,joint,day3,0.08529470582367646
16,Shanghai,weather_only,full72,pm,full72,0.04076530019132504
16,Shanghai,weather_only,full72,weather,full72,0.20601167900291975
16,Shanghai,weather_only,full72,joint,full72,0.2106712171678043
16,Shanghai,joint,full72,pm,day1,0.05572862293215573
16,Shanghai,joint,full72,weather,day1,0.3075753498938375
16,Shanghai,joint,full72,joint,day1,0.3105021551255388
16,Shanghai,joint,full72,pm,day3,0.050357618089404525
16,Shanghai,joint,full72,weather,day3,0.06479741069935266
16,Shanghai,joint,full72,joint,day3,0.08088456072114018
16,Shanghai,joint,full72,pm,full72,0.08344169986042496
16,Shanghai,joint,full72,weather,full72,0.19497994274498567
16,Shanghai,joint,full72,joint,full72,0.21019846054961513
17,Nanjing,pm_only,recent24,pm,day1,0.3098546724636681
17,Nanjing,pm_only,recent24,weather,day1,0.07128410832102708
17,Nanjing,pm_only,recent24,joint,day1,0.14682230620557654
17,Nanjing,pm_only,recent24,pm,day3,0.04574690943672736
17,Nanjing,pm_only,recent24,weather,day3,-0.0191980667995167
17,Nanjing,pm_only,recent24,joint,day3,-0.009808601452150362
17,Nanjing,pm_only,recent24,pm,full72,0.19017765704441428
17,Nanjing,pm_only,recent24,weather,full72,0.01587669396917349
17,Nanjing,pm_only,recent24,joint,full72,0.060667171666792905
17,Nanjing,weather_only,recent24,pm,day1,0.1309442772360693
17,Nanjing,weather_only,recent24,weather,day1,0.5028926652231662
17,Nanjing,weather_only,recent24,joint,day1,0.49748078537019635
17,Nanjing,weather_only,recent24,pm,day3,0.00856827064206766
17,Nanjing,weather_only,recent24,weather,day3,0.08501412475353119
17,Nanjing,weather_only,recent24,joint,day3,0.07944786636196659
17,Nanjing,weather_only,recent24,pm,full72,0.0749741872435468
17,Nanjing,weather_only,recent24,weather,full72,0.29502096775524195
17,Nanjing,weather_only,recent24,joint,full72,0.2925402296350574
17,Nanjing,joint,recent24,pm,day1,0.1950864952716238
17,Nanjing,joint,recent24,weather,day1,0.473988587997147
17,Nanjing,joint,recent24,joint,day1,0.49097635624408914
17,Nanjing,joint,recent24,pm,day3,0.01687673671918418
17,Nanjing,joint,recent24,weather,day3,0.0770571087642772
17,Nanjing,joint,recent24,joint,day3,0.0733462668365667
17,Nanjing,joint,recent24,pm,full72,0.11297111074277767
17,Nanjing,joint,recent24,weather,full72,0.2748079887019972
17,Nanjing,joint,recent24,joint,full72,0.2843468570867142
17,Nanjing,pm_only,full72,pm,day1,0.19075241668810416
17,Nanjing,pm_only,full72,weather,day1,0.03531328332832083
17,Nanjing,pm_only,full72,joint,day1,0.08465118466279616
17,Nanjing,pm_only,full72,pm,day3,0.02795695448923862
17,Nanjing,pm_only,full72,weather,day3,-0.02177796544449136
17,Nanjing,pm_only,full72,joint,day3,-0.016465529616382403
17,Nanjing,pm_only,full72,pm,full72,0.12348575187143795
17,Nanjing,pm_only,full72,weather,full72,-0.0096045444011361
17,Nanjing,pm_only,full72,joint,full72,0.020519258129814533
17,Nanjing,weather_only,full72,pm,day1,0.05084369171092292
17,Nanjing,weather_only,full72,weather,day1,0.33012224103056026
17,Nanjing,weather_only,full72,joint,day1,0.3238932014733003
17,Nanjing,weather_only,full72,pm,day3,-0.00044923511230877803
17,Nanjing,weather_only,full72,weather,day3,0.05852592413148103
17,Nanjing,weather_only,full72,joint,day3,0.05364977691244423
17,Nanjing,weather_only,full72,pm,full72,0.023077453269363314
17,Nanjing,weather_only,full72,weather,full72,0.20011197652799415
17,Nanjing,weather_only,full72,joint,full72,0.19570257692564422
17,Nanjing,joint,full72,pm,day1,0.08912876978219245
17,Nanjing,joint,full72,weather,day1,0.31000801150200286
17,Nanjing,joint,full72,joint,day1,0.31662431815607955
17,Nanjing,joint,full72,pm,day3,0.00848970812242703
17,Nanjing,joint,full72,weather,day3,0.05397046499261624
17,Nanjing,joint,full72,joint,day3,0.050904023226005804
17,Nanjing,joint,full72,pm,full72,0.0503821415955354
17,Nanjing,joint,full72,weather,full72,0.18448275862068964
17,Nanjing,joint,full72,joint,full72,0.18772554943138736
18,Suzhou,pm_only,recent24,pm,day1,0.3329256907314227
18,Suzhou,pm_only,recent24,weather,day1,0.034329214082303515
18,Suzhou,pm_only,recent24,joint,day1,0.11727811131952783
18,Suzhou,pm_only,recent24,pm,day3,0.052740665685166416
18,Suzhou,pm_only,recent24,weather,day3,0.023598563899640976
18,Suzhou,pm_only,recent24,joint,day3,0.03277536069384017
18,Suzhou,pm_only,recent24,pm,full72,0.22203516750879185
18,Suzhou,pm_only,recent24,weather,full72,0.025890649972662494
18,Suzhou,pm_only,recent24,joint,full72,0.07422327355581838
18,Suzhou,weather_only,recent24,pm,day1,0.09968815592203899
18,Suzhou,weather_only,recent24,weather,day1,0.48523813030953256
18,Suzhou,weather_only,recent24,joint,day1,0.47475518868879707
18,Suzhou,weather_only,recent24,pm,day3,0.01094734623683656
18,Suzhou,weather_only,recent24,weather,day3,0.07498523174630793
18,Suzhou,weather_only,recent24,joint,day3,0.07329866732466682
18,Suzhou,weather_only,recent24,pm,full72,0.05494686623671655
18,Suzhou,weather_only,recent24,weather,full72,0.27800027300006824
18,Suzhou,weather_only,recent24,joint,full72,0.27377168794292195
18,Suzhou,joint,recent24,pm,day1,0.17305730676432668
18,Suzhou,joint,recent24,weather,day1,0.45417008054252006
18,Suzhou,joint,recent24,joint,day1,0.46984635646158907
18,Suzhou,joint,recent24,pm,day3,0.028263103065775765
18,Suzhou,joint,recent24,weather,day3,0.07847760311940077
18,Suzhou,joint,recent24,joint,day3,0.0808190752047688
18,Suzhou,joint,recent24,pm,full72,0.10667862266965566
18,Suzhou,joint,recent24,weather,full72,0.26475396018849
18,Suzhou,joint,recent24,joint,full72,0.2753191093297774
18,Suzhou,pm_only,full72,pm,day1,0.24445908711477177
18,Suzhou,pm_only,full72,weather,day1,0.030725412181353044
18,Suzhou,pm_only,full72,joint,day1,0.0956395064098766
18,Suzhou,pm_only,full72,pm,day3,0.05677471869367967
18,Suzhou,pm_only,full72,weather,day3,0.0070555592638898166
18,Suzhou,pm_only,full72,joint,day3,0.02246585511646378
18,Suzhou,pm_only,full72,pm,full72,0.2037820289455072
18,Suzhou,pm_only,full72,weather,full72,0.005964016491004123
18,Suzhou,pm_only,full72,joint,full72,0.05184713046178261
18,Suzhou,weather_only,full72,pm,day1,0.025340886335221583
18,Suzhou,weather_only,full72,weather,day1,0.32438523759630944
18,Suzhou,weather_only,full72,joint,day1,0.3053949868487467
18,Suzhou,weather_only,full72,pm,day3,0.01991437847859462
18,Suzhou,weather_only,full72,weather,day3,0.05691177522794381
18,Suzhou,weather_only,full72,joint,day3,0.06113901028475256
18,Suzhou,weather_only,full72,pm,full72,0.034654751663687915
18,Suzhou,weather_only,full72,weather,full72,0.19649827612456902
18,Suzhou,weather_only,full72,joint,full72,0.19392391098097775
18,Suzhou,joint,full72,pm,day1,0.07901035825258955
18,Suzhou,joint,full72,weather,day1,0.3109699752424938
18,Suzhou,joint,full72,joint,day1,0.3102468895617224
18,Suzhou,joint,full72,pm,day3,0.03346780136695034
18,Suzhou,joint,full72,weather,day3,0.06088733122183281
18,Suzhou,joint,full72,joint,day3,0.06915918528979632
18,Suzhou,joint,full72,pm,full72,0.07988392247098061
18,Suzhou,joint,full72,weather,full72,0.1908971592242898
18,Suzhou,joint,full72,joint,full72,0.19965505391376348
19,Nantong,pm_only,recent24,pm,day1,0.2517467264366816
19,Nantong,pm_only,recent24,weather,day1,0.05674919618729904
19,Nantong,pm_only,recent24,joint,day1,0.11833919358479839
19,Nantong,pm_only,recent24,pm,day3,0.01912780828195207
19,Nantong,pm_only,recent24,weather,day3,0.017358233839558458
19,Nantong,pm_only,recent24,joint,day3,0.023819504954876235
19,Nantong,pm_only,recent24,pm,full72,0.15059612414903104
19,Nantong,pm_only,recent24,weather,full72,0.03279564219891055
19,Nantong,pm_only,recent24,joint,full72,0.06345797336449334
19,Nantong,weather_only,recent24,pm,day1,0.12488488172122042
19,Nantong,weather_only,recent24,weather,day1,0.46793664148416036
19,Nantong,weather_only,recent24,joint,day1,0.4676615279153819
19,Nantong,weather_only,recent24,pm,day3,-0.006048787512196878
19,Nantong,weather_only,recent24,weather,day3,0.05360106290026573
19,Nantong,weather_only,recent24,joint,day3,0.05131797982949495
19,Nantong,weather_only,recent24,pm,full72,0.07192534348133588
19,Nantong,weather_only,recent24,weather,full72,0.24262594265648563
19,Nantong,weather_only,recent24,joint,full72,0.24616872154218036
19,Nantong,joint,recent24,pm,day1,0.17249330062332516
19,Nantong,joint,recent24,weather,day1,0.44792465498116374
19,Nantong,joint,recent24,joint,day1,0.4633699518424879
19,Nantong,joint,recent24,pm,day3,-0.0023759270939817732
19,Nantong,joint,recent24,weather,day3,0.06261736865434216
19,Nantong,joint,recent24,joint,day3,0.06126758131689532
19,Nantong,joint,recent24,pm,full72,0.0977407144351786
19,Nantong,joint,recent24,weather,full72,0.24027727656931913
19,Nantong,joint,recent24,joint,full72,0.25028695007173746
19,Nantong,pm_only,full72,pm,day1,0.17831691857922963
19,Nantong,pm_only,full72,weather,day1,0.03995139698784924
19,Nantong,pm_only,full72,joint,day1,0.0844151716037929
19,Nantong,pm_only,full72,pm,day3,0.040805222701305675
19,Nantong,pm_only,full72,weather,day3,-0.019384659346164835
19,Nantong,pm_only,full72,joint,day3,-0.007936651984162995
19,Nantong,pm_only,full72,pm,full72,0.13144406836101707
19,Nantong,pm_only,full72,weather,full72,0.0015923088980772243
19,Nantong,pm_only,full72,joint,full72,0.029934472483618118
19,Nantong,weather_only,full72,pm,day1,0.06130911332727833
19,Nantong,weather_only,full72,weather,day1,0.3014929908732477
19,Nantong,weather_only,full72,joint,day1,0.300352236088059
19,Nantong,weather_only,full72,pm,day3,0.052126709531677376
19,Nantong,weather_only,full72,weather,day3,0.045879032469758114
19,Nantong,weather_only,full72,joint,day3,0.05509118727279682
19,Nantong,weather_only,full72,pm,full72,0.07839246609811652
19,Nantong,weather_only,full72,weather,full72,0.1704327501081875
19,Nantong,weather_only,full72,joint,full72,0.1792092628023157
19,Nantong,joint,full72,pm,day1,0.0905771296442824
19,Nantong,joint,full72,weather,day1,0.29278344419586105
19,Nantong,joint,full72,joint,day1,0.30009396002349
19,Nantong,joint,full72,pm,day3,0.05900810675202668
19,Nantong,joint,full72,weather,day3,0.04302097375524344
19,Nantong,joint,full72,joint,day3,0.05449317762329441
19,Nantong,joint,full72,pm,full72,0.09927438981859746
19,Nantong,joint,full72,weather,full72,0.16476317469079368
19,Nantong,joint,full72,joint,full72,0.17847189561797389
20,Lianyungang,pm_only,recent24,pm,day1,0.298742020185505
20,Lianyungang,pm_only,recent24,weather,day1,0.10262761215690304
20,Lianyungang,pm_only,recent24,joint,day1,0.1683483300870825
20,Lianyungang,pm_only,recent24,pm,day3,0.0575780183945046
20,Lianyungang,pm_only,recent24,weather,day3,0.023835761958940486
20,Lianyungang,pm_only,recent24,joint,day3,0.03210909952727488
20,Lianyungang,pm_only,recent24,pm,full72,0.21808983202245796
20,Lianyungang,pm_only,recent24,weather,full72,0.06987703296925823
20,Lianyungang,pm_only,recent24,joint,full72,0.11038554059638514
20,Lianyungang,weather_only,recent24,pm,day1,0.0635921063980266
20,Lianyungang,weather_only,recent24,weather,day1,0.4083867015966754
20,Lianyungang,weather_only,recent24,joint,day1,0.3887672351918088
20,Lianyungang,weather_only,recent24,pm,day3,-0.02270244267561067
20,Lianyungang,weather_only,recent24,weather,day3,0.014261627065406764
20,Lianyungang,weather_only,recent24,joint,day3,0.00794311248577812
20,Lianyungang,weather_only,recent24,pm,full72,0.001250587812646953
20,Lianyungang,weather_only,recent24,weather,full72,0.2196729939182485
20,Lianyungang,weather_only,recent24,joint,full72,0.20545843836460959
20,Lianyungang,joint,recent24,pm,day1,0.12905598976399743
20,Lianyungang,joint,recent24,weather,day1,0.39660039915009976
20,Lianyungang,joint,recent24,joint,day1,0.3976900984225246
20,Lianyungang,joint,recent24,pm,day3,-0.005358271339567834
20,Lianyungang,joint,recent24,weather,day3,0.02132957933239483
20,Lianyungang,joint,recent24,joint,day3,0.018335263583815896
20,Lianyungang,joint,recent24,pm,full72,0.05432054708013676
20,Lianyungang,joint,recent24,weather,full72,0.2171551832887958
20,Lianyungang,joint,recent24,joint,full72,0.21537246284311568
20,Lianyungang,pm_only,full72,pm,day1,0.19181757595439397
20,Lianyungang,pm_only,full72,weather,day1,0.06032446058111515
20,Lianyungang,pm_only,full72,joint,day1,0.10687922821980707
20,Lianyungang,pm_only,full72,pm,day3,0.021430658357664587
20,Lianyungang,pm_only,full72,weather,day3,-0.021540878385219595
20,Lianyungang,pm_only,full72,joint,day3,-0.015601503900375976
20,Lianyungang,pm_only,full72,pm,full72,0.16513400178350043
20,Lianyungang,pm_only,full72,weather,full72,0.0021718100429525106
20,Lianyungang,pm_only,full72,joint,full72,0.03596339549084887
20,Lianyungang,weather_only,full72,pm,day1,0.011265494816373704
20,Lianyungang,weather_only,full72,weather,day1,0.2551070062767516
20,Lianyungang,weather_only,full72,joint,day1,0.23483523770880943
20,Lianyungang,weather_only,full72,pm,day3,-0.005448113862028466
20,Lianyungang,weather_only,full72,weather,day3,0.0351332307833077
20,Lianyungang,weather_only,full72,joint,day3,0.029667323916830978
20,Lianyungang,weather_only,full72,pm,full72,-0.008873088718272177
20,Lianyungang,weather_only,full72,weather,full72,0.15171019692754922
20,Lianyungang,weather_only,full72,joint,full72,0.1393449363362341
20,Lianyungang,joint,full72,pm,day1,0.052991141747785436
20,Lianyungang,joint,full72,weather,day1,0.25201337250334316
20,Lianyungang,joint,full72,joint,day1,0.24397519749379937
20,Lianyungang,joint,full72,pm,day3,0.00016282354070588516
20,Lianyungang,joint,full72,weather,day3,0.03025656006414001
20,Lianyungang,joint,full72,joint,day3,0.026439033609758404
20,Lianyungang,joint,full72,pm,full72,0.028051006012751498
20,Lianyungang,joint,full72,weather,full72,0.14457847064461765
20,Lianyungang,joint,full72,joint,full72,0.1404223581055895
21,Xuzhou,pm_only,recent24,pm,day1,0.3226384391596098
21,Xuzhou,pm_only,recent24,weather,day1,0.07252970413242603
21,Xuzhou,pm_only,recent24,joint,day1,0.14378559444639857
21,Xuzhou,pm_only,recent24,pm,day3,-0.0019174624793656195
21,Xuzhou,pm_only,recent24,weather,day3,0.02146006436501609
21,Xuzhou,pm_only,recent24,joint,day3,0.023110882277720568
21,Xuzhou,pm_only,recent24,pm,full72,0.17745380636345157
21,Xuzhou,pm_only,recent24,weather,full72,0.05103223725805931
21,Xuzhou,pm_only,recent24,joint,full72,0.0832027768006942
21,Xuzhou,weather_only,recent24,pm,day1,0.06798848899712225
21,Xuzhou,weather_only,recent24,weather,day1,0.44753794888448717
21,Xuzhou,weather_only,recent24,joint,day1,0.42553535988383995
21,Xuzhou,weather_only,recent24,pm,day3,-0.032886599221649805
21,Xuzhou,weather_only,recent24,weather,day3,0.019613083903270975
21,Xuzhou,weather_only,recent24,joint,day3,0.01341060335265084
21,Xuzhou,weather_only,recent24,pm,full72,0.014607425151856285
21,Xuzhou,weather_only,recent24,weather,full72,0.23446724411681102
21,Xuzhou,weather_only,recent24,joint,full72,0.21748975687243924
21,Xuzhou,joint,recent24,pm,day1,0.1382379135594784
21,Xuzhou,joint,recent24,weather,day1,0.42877917519479375
21,Xuzhou,joint,recent24,joint,day1,0.42776229794057447
21,Xuzhou,joint,recent24,pm,day3,-0.025802037450509362
21,Xuzhou,joint,recent24,weather,day3,0.029025490256372563
21,Xuzhou,joint,recent24,joint,day3,0.023880889470222367
21,Xuzhou,joint,recent24,pm,full72,0.05892710823177706
21,Xuzhou,joint,recent24,weather,full72,0.2322896935724234
21,Xuzhou,joint,recent24,joint,full72,0.22454910063727515
21,Xuzhou,pm_only,full72,pm,day1,0.2131696432924108
21,Xuzhou,pm_only,full72,weather,day1,0.026543130635782657
21,Xuzhou,pm_only,full72,joint,day1,0.07468773217193304
21,Xuzhou,pm_only,full72,pm,day3,0.004004324501081125
21,Xuzhou,pm_only,full72,weather,day3,0.018946942736735684
21,Xuzhou,pm_only,full72,joint,day3,0.02213800753450188
21,Xuzhou,pm_only,full72,pm,full72,0.13853686813421703
21,Xuzhou,pm_only,full72,weather,full72,0.005181337295334323
21,Xuzhou,pm_only,full72,joint,full72,0.032015853503963375
21,Xuzhou,weather_only,full72,pm,day1,0.02710128077532019
21,Xuzhou,weather_only,full72,weather,day1,0.25188238047059514
21,Xuzhou,weather_only,full72,joint,day1,0.23732845433211355
21,Xuzhou,weather_only,full72,pm,day3,-0.029333756833439213
21,Xuzhou,weather_only,full72,weather,day3,0.035191450297862574
21,Xuzhou,weather_only,full72,joint,day3,0.02684624171156043
21,Xuzhou,weather_only,full72,pm,full72,-9.037952259488064e-05
21,Xuzhou,weather_only,full72,weather,full72,0.1395046308761577
21,Xuzhou,weather_only,full72,joint,full72,0.12463283365820842
21,Xuzhou,joint,full72,pm,day1,0.06961633740408435
21,Xuzhou,joint,full72,weather,day1,0.23777506294376574
21,Xuzhou,joint,full72,joint,day1,0.2351984627996157
21,Xuzhou,joint,full72,pm,day3,-0.022163912540978135
21,Xuzhou,joint,full72,weather,day3,0.037231755307938826
21,Xuzhou,joint,full72,joint,day3,0.03101276875319219
21,Xuzhou,joint,full72,pm,full72,0.029667460416865105
21,Xuzhou,joint,full72,weather,full72,0.12923993780998444
21,Xuzhou,joint,full72,joint,full72,0.12160047190011797
22,Yangzhou,pm_only,recent24,pm,day1,0.2842593515648379
22,Yangzhou,pm_only,recent24,weather,day1,0.05124398631099658
22,Yangzhou,pm_only,recent24,joint,day1,0.1163898575974644
22,Yangzhou,pm_only,recent24,pm,day3,0.03207860151965038
22,Yangzhou,pm_only,recent24,weather,day3,-0.0047074016768504185
22,Yangzhou,pm_only,recent24,joint,day3,0.0009097757274439317
22,Yangzhou,pm_only,recent24,pm,full72,0.1713656963414241
22,Yangzhou,pm_only,recent24,weather,full72,-0.0013403628350907087
22,Yangzhou,pm_only,recent24,joint,full72,0.03588708747177186
22,Yangzhou,weather_only,recent24,pm,day1,0.15599103899775976
22,Yangzhou,weather_only,recent24,weather,day1,0.5005566426391607
22,Yangzhou,weather_only,recent24,joint,day1,0.49754594538648633
22,Yangzhou,weather_only,recent24,pm,day3,0.013693956423489105
22,Yangzhou,weather_only,recent24,weather,day3,0.06371516792879198
22,Yangzhou,weather_only,recent24,joint,day3,0.05772119793029948
22,Yangzhou,weather_only,recent24,pm,full72,0.08307296526824132
22,Yangzhou,weather_only,recent24,weather,full72,0.27929751382437845
22,Yangzhou,weather_only,recent24,joint,full72,0.2746895876723969
22,Yangzhou,joint,recent24,pm,day1,0.20820374805093703
22,Yangzhou,joint,recent24,weather,day1,0.47288902772225694
22,Yangzhou,joint,recent24,joint,day1,0.48743705435926354
22,Yangzhou,joint,recent24,pm,day3,0.01634235108558777
22,Yangzhou,joint,recent24,weather,day3,0.0607815631953908
22,Yangzhou,joint,recent24,joint,day3,0.05550102637525659
22,Yangzhou,joint,recent24,pm,full72,0.11313699728424934
22,Yangzhou,joint,recent24,weather,full72,0.2607196536799134
22,Yangzhou,joint,recent24,joint,full72,0.2648869952217488
22,Yangzhou,pm_only,full72,pm,day1,0.18746316036579008
22,Yangzhou,pm_only,full72,weather,day1,0.03736359334089834
22,Yangzhou,pm_only,full72,joint,day1,0.08562823990705998
22,Yangzhou,pm_only,full72,pm,day3,0.03677704819426205
22,Yangzhou,pm_only,full72,weather,day3,-0.038610443152610786
22,Yangzhou,pm_only,full72,joint,day3,-0.028706723676680916
22,Yangzhou,pm_only,full72,pm,full72,0.12793456398364098
22,Yangzhou,pm_only,full72,weather,full72,-0.031591237897809474
22,Yangzhou,pm_only,full72,joint,full72,-0.00040750360187590044
22,Yangzhou,weather_only,full72,pm,day1,0.08059311064827766
22,Yangzhou,weather_only,full72,weather,day1,0.3274939148734787
22,Yangzhou,weather_only,full72,joint,day1,0.3250499282624821
22,Yangzhou,weather_only,full72,pm,day3,-0.009143169785792446
22,Yangzhou,weather_only,full72,weather,day3,0.04026212356553089
22,Yangzhou,weather_only,full72,joint,day3,0.03538019684504921
22,Yangzhou,weather_only,full72,pm,full72,0.017920826980206743
22,Yangzhou,weather_only,full72,weather,full72,0.1867439611859903
22,Yangzhou,weather_only,full72,joint,full72,0.18087462171865543
22,Yangzhou,joint,full72,pm,day1,0.10978291844572961
22,Yangzhou,joint,full72,weather,day1,0.3094861628715407
22,Yangzhou,joint,full72,joint,day1,0.31760538740134686
22,Yangzhou,joint,full72,pm,day3,-0.0039057774764443684
22,Yangzhou,joint,full72,weather,day3,0.03056009564002391
22,Yangzhou,joint,full72,joint,day3,0.02771267492816873
22,Yangzhou,joint,full72,pm,full72,0.040942624235656054
22,Yangzhou,joint,full72,weather,full72,0.16701072275268067
22,Yangzhou,joint,full72,joint,full72,0.16783069495767372
23,Wuxi,pm_only,recent24,pm,day1,0.2823696105924026
23,Wuxi,pm_only,recent24,weather,day1,0.04710530677632669
23,Wuxi,pm_only,recent24,joint,day1,0.12180796245199062
23,Wuxi,pm_only,recent24,pm,day3,0.052877171719292924
23,Wuxi,pm_only,recent24,weather,day3,-0.004691903672975918
23,Wuxi,pm_only,recent24,joint,day3,0.00568127092031773
23,Wuxi,pm_only,recent24,pm,full72,0.198290784072696
23,Wuxi,pm_only,recent24,weather,full72,0.02441143660285915
23,Wuxi,pm_only,recent24,joint,full72,0.0676774324193581
23,Wuxi,weather_only,recent24,pm,day1,0.08472383268095816
23,Wuxi,weather_only,recent24,weather,day1,0.4811014412753602
23,Wuxi,weather_only,recent24,joint,day1,0.46944362136090534
23,Wuxi,weather_only,recent24,pm,day3,-0.007326556831639208
23,Wuxi,weather_only,recent24,weather,day3,0.0648933372233343
23,Wuxi,weather_only,recent24,joint,day3,0.06269953717488429
23,Wuxi,weather_only,recent24,pm,full72,0.03904959376239844
23,Wuxi,weather_only,recent24,weather,full72,0.26879450969862745
23,Wuxi,weather_only,recent24,joint,full72,0.2636939969234992
23,Wuxi,joint,recent24,pm,day1,0.14974659143664784
23,Wuxi,joint,recent24,weather,day1,0.4585999311499828
23,Wuxi,joint,recent24,joint,day1,0.4712983493245873
23,Wuxi,joint,recent24,pm,day3,0.007872084468021116
23,Wuxi,joint,recent24,weather,day3,0.06408576852144213
23,Wuxi,joint,recent24,joint,day3,0.06512676428169108
23,Wuxi,joint,recent24,pm,full72,0.08658066664516666
23,Wuxi,joint,recent24,weather,full72,0.25865604016401006
23,Wuxi,joint,recent24,joint,full72,0.2662968170742042
23,Wuxi,pm_only,full72,pm,day1,0.20110673027668258
23,Wuxi,pm_only,full72,weather,day1,0.00855620463905116
23,Wuxi,pm_only,full72,joint,day1,0.06302419125604782
23,Wuxi,pm_only,full72,pm,day3,0.05333759533439883
23,Wuxi,pm_only,full72,weather,day3,-0.028975873243968307
23,Wuxi,pm_only,full72,joint,day3,-0.020467661116915278
23,Wuxi,pm_only,full72,pm,full72,0.16500539625134902
23,Wuxi,pm_only,full72,weather,full72,-0.022691086172771543
23,Wuxi,pm_only,full72,joint,full72,0.012155650538912635
23,Wuxi,weather_only,full72,pm,day1,0.010145518036379508
23,Wuxi,weather_only,full72,weather,day1,0.3274277438569359
23,Wuxi,weather_only,full72,joint,day1,0.31033013958253486
23,Wuxi,weather_only,full72,pm,day3,0.02899385374846344
23,Wuxi,weather_only,full72,weather,day3,0.07401928700482174
23,Wuxi,weather_only,full72,joint,day3,0.08300761025190255
23,Wuxi,weather_only,full72,pm,full72,0.031061200765300192
23,Wuxi,weather_only,full72,weather,full72,0.21212461853115464
23,Wuxi,weather_only,full72,joint,full72,0.20868622617155652
23,Wuxi,joint,full72,pm,day1,0.05218503404625851
23,Wuxi,joint,full72,weather,day1,0.3120039465009866
23,Wuxi,joint,full72,joint,day1,0.3098249949562487
23,Wuxi,joint,full72,pm,day3,0.042413239603309894
23,Wuxi,joint,full72,weather,day3,0.06835558858889715
23,Wuxi,joint,full72,joint,day3,0.08098077674519419
23,Wuxi,joint,full72,pm,full72,0.06782418195604549
23,Wuxi,joint,full72,weather,full72,0.19960537990134497
23,Wuxi,joint,full72,joint,full72,0.2051622767905692
24,Changzhou,pm_only,recent24,pm,day1,0.27838049459512365
24,Changzhou,pm_only,recent24,weather,day1,0.04719923829980957
