target_index,target,lead_hour,base_adjusted_r2,aligned_neighbor_r2_gain,unweighted_neighbor_r2_gain
90,Nanchong,12,0.5271903854765965,0.025298762736451375,0.034525018164638044
90,Nanchong,24,0.36481411064857017,0.014664260872060186,0.025496626445878467
91,Xianyang,3,0.7625523996288068,0.019316964912580614,0.014270981946055028
91,Xianyang,6,0.5589524291589679,0.039887075080661805,0.02902588029709119
91,Xianyang,12,0.34683075227232163,0.04053405485517636,0.029835098648154368
91,Xianyang,24,0.20180704839425112,0.006189385585450791,0.004441010314186755
92,Tongchuan,3,0.8256884581733804,0.005755681474128638,0.0054900572322217345
92,Tongchuan,6,0.6519132168147261,0.019271780907086145,0.019560216102750605
92,Tongchuan,12,0.4391651682583987,0.035152878881710814,0.03613220220427649
92,Tongchuan,24,0.2499609470270756,0.016404700310333142,0.014227836942349747
93,Yanan,3,0.6639003099378455,0.0044524329814947805,0.005227653529814136
93,Yanan,6,0.4485905636110481,0.006748662429741148,0.01607461604478344
93,Yanan,12,0.31651787845835677,0.011596140900369978,0.015040201717509194
93,Yanan,24,0.19318466201187556,0.002132680084462324,0.0012498188102468832
94,Baoji,3,0.8254778651724315,0.004421919064487412,0.0027801114682799444
94,Baoji,6,0.6388119292378456,0.012503534661896687,0.009402115363496666
94,Baoji,12,0.4137922141916144,0.017740186707208006,0.018286436640860493
94,Baoji,24,0.18075593288924396,0.011905609349859403,0.016340402448498548
95,Weinan,3,0.8029541691846548,0.013284896714843675,0.015862916021204487
95,Weinan,6,0.6362684828296774,0.026437392186495323,0.030786524281642635
95,Weinan,12,0.4325529065682132,0.0235295063355776,0.028167978870453747
95,Weinan,24,0.2302306124150889,0.009189336154370231,0.009560022019047931
96,Shizuishan,3,0.6674470334481248,0.003996330316232477,0.005230749742910268
96,Shizuishan,6,0.4368181101153271,0.008891554428622994,0.010561234808409314
96,Shizuishan,12,0.21339245016255726,0.013182432958088519,0.014535791724302083
96,Shizuishan,24,0.06547546580923691,0.007807986317413418,0.011017768707643483
97,Zhangqiu,3,0.6867190311043089,0.034310495184351475,0.020949107258926625
97,Zhangqiu,6,0.5021128667235876,0.0438718452417689,0.025514843729746106
97,Zhangqiu,12,0.3246287675320709,0.02366113805085368,0.012267587938784241
97,Zhangqiu,24,0.1705488536101567,0.0017023059299741128,4.335884880679597e-05
98,Jimo,3,0.551803398378513,0.0506133598069094,0.03476651984131596
98,Jimo,6,0.3607884263185346,0.044946815719430155,0.03056943266151191
98,Jimo,12,0.20863091146115154,0.01689497295984299,0.015372164418978818
98,Jimo,24,0.11034498254599634,0.0014361932068852612,6.139828948470427e-05
99,Jiaonan,3,0.6748367108720463,0.03638834580468786,0.029296462740429963
99,Jiaonan,6,0.501732985798226,0.039245445271987145,0.03165224308629
99,Jiaonan,12,0.2980541176230058,0.021318927266608445,0.01830555068202433
99,Jiaonan,24,0.13566183732578618,0.004763031933422646,0.003872835222224813
100,Jiaozhou,3,0.674089301338376,0.04466970250833335,0.030752791086524622
100,Jiaozhou,6,0.4624809847426833,0.05165543044138288,0.036343297757095994
100,Jiaozhou,12,0.26351377675115817,0.023469931368499286,0.016036642533028167
100,Jiaozhou,24,0.12573706638395565,0.004454816277199125,0.0026276820196334816
101,Laixi,3,0.686039674692015,0.043485123155840855,0.030017114346422624
101,Laixi,6,0.4910006486029508,0.04626780021066024,0.02925192900028495
101,Laixi,12,0.27673509951652964,0.02111032252627376,0.011864715078275356
101,Laixi,24,0.13256266370309966,0.004972944510860722,0.0017450193021508742
102,Pingdu,3,0.5557984112138683,0.0403462774587775,0.03240797225554748
102,Pingdu,6,0.3737618198079883,0.03878540252304141,0.03252866143171462
102,Pingdu,12,0.22311527796547603,0.014529435306487759,0.016005882664345883
102,Pingdu,24,0.1199034100527594,0.0005066054792047803,0.0006507975543110778
103,Penglai,3,0.6776964094093549,-0.01450448115672387,0.01238987174656847
103,Penglai,6,0.5112072053846681,-0.022752333785194367,0.015550634649902029
103,Penglai,12,0.33340392488563064,-0.05208765809430782,0.007543876487904666
103,Penglai,24,0.15282186026060496,-0.03237596015670685,0.00015739056557806386
104,Zhaoyuan,3,0.6398802789068274,0.0469033302238977,0.042755451375515285
104,Zhaoyuan,6,0.4586684364429794,0.051364774073037966,0.0446915646987045
104,Zhaoyuan,12,0.28478628168786857,0.026765970490863267,0.0200862950727414
104,Zhaoyuan,24,0.13758045180470135,0.005740207559423283,0.001834676832044635
105,Laizhou,3,0.6966722378386552,0.021743967700957878,0.015632622823297138
105,Laizhou,6,0.5066380042026914,0.02316864389304918,0.01782313164965066
105,Laizhou,12,0.3162344305317354,0.010161056274608504,0.0071618969091874485
105,Laizhou,24,0.15739117455564144,-0.00024455140358259353,8.153958956580443e-05
106,Rushan,3,0.7097013733909303,0.021795171496787447,0.01760611048513483
106,Rushan,6,0.49882756184243127,0.03643880377997466,0.031352261514685176
106,Rushan,12,0.2916258176157954,0.02276870777848483,0.021404530311741277
106,Rushan,24,0.13173747365194832,0.008749105525122425,0.0031840862184144836
107,Wujiang,3,0.7229116992414606,0.0345975233609902,0.019971707265196814
107,Wujiang,6,0.5060913558811122,0.04453129291474012,0.03123317243733348
107,Wujiang,12,0.29677716246850694,0.021377049013203253,0.020137312355575476
107,Wujiang,24,0.1601351783322693,0.0008052946960571683,0.0018256827790182895
108,Taicang,3,0.7629863692083451,0.017429317205957084,0.004040345665876743
108,Taicang,6,0.558724016446541,0.020326368097153602,0.0048295946336551765
108,Taicang,12,0.32885804613846603,0.008806527748675186,0.0015904868885241452
108,Taicang,24,0.16039575966126696,0.0002724405463341295,0.0010788849061190708
109,Jurong,3,0.6910394989021855,0.017797172424256824,0.012509089731439604
109,Jurong,6,0.511657656042303,0.011858760383576583,0.007444052351730068
109,Jurong,12,0.3391786727889413,-0.0003159656779178066,-5.767531443179319e-05
109,Jurong,24,0.20423775791186027,0.005083904998201216,0.00861998155680821
110,Jiangyin,3,0.7426679942569698,0.03603152538157406,0.02343557612619529
110,Jiangyin,6,0.5494199269169752,0.04198102931818093,0.02729998207264439
110,Jiangyin,12,0.3539776638273,0.016373648887697212,0.011509395861057148
110,Jiangyin,24,0.1990511098060288,0.00338982151280387,0.0030507131162484935
111,Yixing,3,0.7884967841893896,0.017780984716571635,0.012164960793151769
111,Yixing,6,0.5965315765809014,0.026000248260571235,0.021682921174593695
111,Yixing,12,0.37956193783721026,0.017836089056022186,0.018913700456230753
111,Yixing,24,0.2080656831071912,0.0022936916290989817,0.002898425256375514
112,Jintan,3,0.6990640520440918,0.026394877566862318,0.016616297949041292
112,Jintan,6,0.4893892076507206,0.02477529489535113,0.019550202230054547
112,Jintan,12,0.30706231884565904,0.006538920203046583,0.005829380150292773
112,Jintan,24,0.18081555000538618,-0.00033863228194297434,8.043881680630527e-05
113,Liyang,3,0.6872288402079763,0.035791344012977566,0.030266963536735858
113,Liyang,6,0.4817210527393029,0.04405342078605534,0.036969892453747044
113,Liyang,12,0.3058837621795666,0.01867904653431607,0.018284576436626954
113,Liyang,24,0.183827019081248,-0.00023438793982411,0.0016764741899779612
114,Linan,3,0.7505713858934152,0.00998762572873424,0.010298568491253657
114,Linan,6,0.5498600890081586,0.019836090126579387,0.01990085131369912
114,Linan,12,0.3518142691587358,0.0197517287944744,0.02108170400216358
114,Linan,24,0.2128119631276053,0.006562945311689106,0.009026524078966092
115,Fuyang,3,0.7632604299341421,0.0061280098000171535,0.00550565560520444
115,Fuyang,6,0.5948569769995993,0.013312306905814308,0.011046305514053945
115,Fuyang,12,0.415516373734488,0.01160908971704766,0.008161395630420842
115,Fuyang,24,0.27359160496502577,0.00038051731208954553,-3.188754800942384e-05
116,Yiwu,3,0.7768906218148575,0.02071276153932522,0.014626614798193827
116,Yiwu,6,0.5858499841358906,0.04192566961354105,0.03030658961759536
116,Yiwu,12,0.3834721809992456,0.032408559689519945,0.02178252564267702
116,Yiwu,24,0.22880442679882584,0.0037749427247341094,0.002203233665997506
117,Xinyang,3,0.7785988354444036,0.013602625763483811,0.008625442235701608
117,Xinyang,6,0.5782109776729164,0.03537268234039048,0.024840732076499505
117,Xinyang,12,0.39191330531845914,0.03719336915375937,0.027197697171845614
117,Xinyang,24,0.2551803559163516,0.010378546752626838,0.009918587646786547
118,Zhoukou,3,0.7771500612317299,0.008816675575944344,0.004417042293865192
118,Zhoukou,6,0.5616758850513869,0.016259401493546544,0.01166412696327035
118,Zhoukou,12,0.353964574826794,0.005118127854045307,0.008615672060499957
118,Zhoukou,24,0.22291433516019532,-0.0024068408447818213,0.0011078407226623455
119,Jincheng,3,0.7269965312112827,0.0025782280292370174,0.0024509463962238964
119,Jincheng,6,0.5281977452384743,0.006451797346515575,0.004813361845873887
119,Jincheng,12,0.3449717056781205,0.002031449053030543,0.00101246111512876
119,Jincheng,24,0.19924070237925784,0.0028855546762414086,0.0032928181980713678
120,Shuozhou,3,0.6217384802013635,0.014753495309735465,0.008743302840927392
120,Shuozhou,6,0.3985203218145179,0.02890981693049255,0.018021844122285136
120,Shuozhou,12,0.24006991609926487,0.020448297282500083,0.011022359574009766
120,Shuozhou,24,0.15291662319802157,0.0017815645824272863,0.0002661370691796616
121,Jinzhong,3,0.7342857355677195,0.020774495680912164,0.021893466184517374
121,Jinzhong,6,0.5092891593978548,0.03928080643656773,0.04432130365971909
121,Jinzhong,12,0.2794580585811053,0.042009608871415915,0.05211231387139781
121,Jinzhong,24,0.10566305699962097,0.015802208895245085,0.026005752197087784
122,Yuncheng,3,0.818666162498664,0.00887232892963663,0.00529986042415409
122,Yuncheng,6,0.6454771922920558,0.016549378157923456,0.008432554077592802
122,Yuncheng,12,0.44377652975772053,0.011356689071065573,0.0036511124568809894
122,Yuncheng,24,0.2615676141713136,-2.1246944508779286e-05,0.0012409306713883073
123,Xinzhou,3,0.753417894914898,0.01589119682098361,0.01214051679121475
123,Xinzhou,6,0.5806147005044291,0.025072673819439895,0.018017208459435552
123,Xinzhou,12,0.3975645020651588,0.021465661727500196,0.011012533335483687
123,Xinzhou,24,0.20294092306805578,0.004358639028948508,0.00040081765228849875
124,Lu:liang,3,0.5863528284568575,0.002180759683238831,0.02050828275680039
124,Lu:liang,6,0.4471621966789525,0.006457564264215954,0.020888213393517874
124,Lu:liang,12,0.32881921134343106,0.004383134635806529,0.012613642713885764
124,Lu:liang,24,0.19663311915800485,-0.0063793509199581155,0.0003703389152017733
125,Wuhai,3,0.6339493233346671,0.008956294125973874,0.0060884985472187125
125,Wuhai,6,0.36953928305667805,0.024134493233350263,0.013536183764583654
125,Wuhai,12,0.16677611067819365,0.02345925478981148,0.012501169213835372
125,Wuhai,24,0.08326300951686927,0.0023815805145260827,0.0012707045130104788
126,Bayannaoer,3,0.6322960477485493,0.014293937753609542,0.009367880457286315
126,Bayannaoer,6,0.4102617897548714,0.026815066105501884,0.019170033736179204
126,Bayannaoer,12,0.22535954469820607,0.027264499685065058,0.02280662312997872
126,Bayannaoer,24,0.10896941302266216,0.0005905767208149726,0.002914213872224347
127,Wulanchabu,3,0.7083462259923154,0.009571630720625501,0.013825840440836235
127,Wulanchabu,6,0.5413493375688783,0.014783354333559595,0.024612295785716
127,Wulanchabu,12,0.3624429571646276,0.00539203691847856,0.022387500793451864
127,Wulanchabu,24,0.18831346331036158,-0.01090873574423834,0.0025893446996534397
128,Alashanmeng,3,0.6233660931398752,0.00522276765867391,0.007744234719764154
128,Alashanmeng,6,0.4050420501715023,0.01940224431272397,0.01709311607837316
128,Alashanmeng,12,0.2255187186368609,0.02881405066821796,0.029624962740660732
128,Alashanmeng,24,0.09696714729737943,0.026628604939224587,0.02603289349893989
129,Chaoyang,3,0.6803589494871041,-0.00627114960547881,0.0021325191755999784
129,Chaoyang,6,0.4685820936951316,-0.009484346030607438,0.0042806411279707746
129,Chaoyang,12,0.2785355336084173,-0.015815933524016557,0.0020751614275668073
129,Chaoyang,24,0.12313393212080437,-0.014656211678034214,0.0007851484442562562
130,Bangbu,3,0.7606607212614471,0.0202427377734703,0.010643504081917055
130,Bangbu,6,0.5665461902254365,0.038251191498985815,0.017396298712443414
130,Bangbu,12,0.36220779732844444,0.024825337518757817,0.009464895345962843
130,Bangbu,24,0.20796652764714996,0.002983716380346446,0.00017567034775056722
131,Huainan,3,0.7585076765670266,0.020584857225391717,0.010278416406814705
131,Huainan,6,0.5770357932720133,0.029757027176614104,0.012064283747999505
131,Huainan,12,0.36575276400958845,0.0143788707880661,0.0029035621604004413
131,Huainan,24,0.2000184550970474,-0.00039784160571598726,0.0022152435609219534
132,Huaibei,3,0.7823414174571247,0.01688776256628477,0.008400869474125328
132,Huaibei,6,0.5827718937331107,0.027287390705669323,0.011911215806261866
132,Huaibei,12,0.35458504421906756,0.010758415756534356,0.0032222705975732957
132,Huaibei,24,0.1906366657485029,-0.00014686501575822408,0.002240587342262068
133,Tongling,3,0.7602642475811763,0.02297600497213448,0.017704406046586962
133,Tongling,6,0.5985314412997511,0.03875333404708492,0.02649596519381814
133,Tongling,12,0.42598700438675074,0.019949832426818248,0.011963312568814666
133,Tongling,24,0.2711267442372055,0.0038317869684237893,-0.00021659856830646973
134,Anqing,3,0.8018151746870763,0.007261260687937865,0.0028239254533796165
134,Anqing,6,0.6410813632862984,0.011467939217274736,0.004482058136730305
134,Anqing,12,0.4425160412083785,0.008596270770108605,0.002862820986204606
134,Anqing,24,0.25644784773279017,0.002497389784841708,-2.551344637058417e-05
135,Huangshan,3,0.7271737203566396,0.013909105953037848,0.01555978666500113
135,Huangshan,6,0.6051641908012194,0.028674409181256633,0.023658376681293558
135,Huangshan,12,0.4590738860675794,0.03877695749176735,0.02316532061318921
135,Huangshan,24,0.27430805413243486,0.01615610588164873,0.006034804518548098
136,Chuzhou,3,0.7418156374528078,0.027602150945561954,0.009793931361926078
136,Chuzhou,6,0.5799332686813221,0.037267695245633004,0.012551275325598521
136,Chuzhou,12,0.4060518934994686,0.026171964027016048,0.004188892092109597
136,Chuzhou,24,0.24800823921545234,0.008847653418328383,0.000401723118387709
137,Liuan,3,0.7709508355833075,0.015105304220695226,0.013299219332950751
137,Liuan,6,0.593743046322919,0.03141144577528976,0.024740533080491955
137,Liuan,12,0.3981735752663027,0.022996892221537002,0.017044723142453977
137,Liuan,24,0.2492732833188861,0.005225155467801557,0.0008698563428868322
138,Chizhou,3,0.7318622868183073,0.007847351240734435,0.005716827053752427
138,Chizhou,6,0.6039825380875132,0.005912907240378518,0.003458020556649677
138,Chizhou,12,0.4528204661790458,6.18953073638906e-05,-4.6352392844228874e-05
138,Chizhou,24,0.3004470914555405,0.00546957716945029,0.009236074808488981
139,Xuancheng,3,0.7265440946740085,0.018832776573898702,0.015353433406971151
139,Xuancheng,6,0.5470975518257661,0.0293253142899218,0.02139577557459349
139,Xuancheng,12,0.37722059332837177,0.018003704065101322,0.01017932305216862
139,Xuancheng,24,0.23355613669346864,0.0011998364283426488,0.00016078761437521294
140,Jingdezhen,3,0.79709547760846,0.011693119144409181,0.010299841918648855
140,Jingdezhen,6,0.6608546171082889,0.026003380793255926,0.019584796927105352
140,Jingdezhen,12,0.49167924333989943,0.03722663842660234,0.02341471936651962
140,Jingdezhen,24,0.3279419862223667,0.010695630114879284,0.0035288192232066917
141,Yingtan,3,0.7944797062782513,0.012825613717973083,0.009846676396903287
141,Yingtan,6,0.6194315122184928,0.03565164238643548,0.03126555335018977
141,Yingtan,12,0.4309028006445933,0.05396893594468877,0.050272900718742464
141,Yingtan,24,0.266250712932639,0.02998005014617211,0.028067394328191275
142,Shangrao,3,0.8133964292253674,0.02053424390697789,0.019885509975925197
142,Shangrao,6,0.6405316883091605,0.055246044660264504,0.0509758246011931
142,Shangrao,12,0.46017855462134205,0.0672212305816009,0.06096307973877424
142,Shangrao,24,0.32079681257405046,0.01723244751730424,0.014677468722419929
143,Hebi,3,0.8003397514333195,0.02212309145406488,0.015252370041644148
143,Hebi,6,0.6018659207068576,0.036694513903827164,0.024101398177045597
143,Hebi,12,0.38852804207752667,0.019732688493056316,0.010725351995617971
143,Hebi,24,0.20942309782661062,0.003447692830272464,0.000572548367868686
144,Xinxiang,3,0.773830130015611,0.020576937686777264,0.013476812664666937
144,Xinxiang,6,0.5751676143250164,0.03967382643280559,0.028585561851239505
144,Xinxiang,12,0.3614490948023822,0.03282128306477927,0.026496679514086185
144,Xinxiang,24,0.2101788198652692,0.009043837298352453,0.006596394958832685
145,Puyang,3,0.7776909386470302,0.01368387211831179,0.0042906794770046774
145,Puyang,6,0.5613664868658692,0.023525210045092004,0.007091723464356603
145,Puyang,12,0.32907534751359624,0.007721071348539943,0.001347411581331115
145,Puyang,24,0.16252740924513598,-0.00012041948707519623,-7.997605996679091e-06
146,Xuchang,3,0.7337894779054687,0.03423595295903814,0.014183059332197212
146,Xuchang,6,0.521116638320013,0.052167924978937075,0.022150772067889846
146,Xuchang,12,0.3147332165197748,0.02050859678896455,0.009554103076597542
146,Xuchang,24,0.1814728331898522,-0.00016728824281853072,-4.3987548834945045e-05
147,Luohe,3,0.7742751141194666,0.0359318462695416,0.0239372329533174
147,Luohe,6,0.5837662911790948,0.051855437483136924,0.035226027115165204
147,Luohe,12,0.3840986553623864,0.028031330275312016,0.021973174120602956
147,Luohe,24,0.2501845557091773,0.0027269715747866297,0.0026409280407611035
148,Nanyang,3,0.8088124504240445,0.0160659348771226,0.00995576452582625
148,Nanyang,6,0.6201948589145043,0.037347956532745696,0.023340170283216777
148,Nanyang,12,0.4121813855066937,0.031335366809352116,0.01901561416520048
148,Nanyang,24,0.24726525244044673,0.009787728146706587,0.0041071681395346005
149,Shangqiu,3,0.754105124457766,0.02169417603024537,0.014646200860231495
149,Shangqiu,6,0.5530543992651415,0.04032489225019109,0.0254200316845008
149,Shangqiu,12,0.34910679457658367,0.023244331029451337,0.01340064510710548
149,Shangqiu,24,0.211507413717415,0.001173837614023121,-2.897822869007971e-05
150,Zhumadian,3,0.7654154030385221,0.03382031919662398,0.028497750177992165
150,Zhumadian,6,0.5777754314514816,0.06264602042731005,0.05149338309453788
150,Zhumadian,12,0.38926511447654977,0.04222022194146646,0.03655924081836148
150,Zhumadian,24,0.259256867674991,0.0033685729412006316,0.0061392323027879
151,Huangshi,3,0.8339973672357538,0.0168618161233699,0.016373140743518477
151,Huangshi,6,0.6741990515851166,0.03203788898343973,0.032102835257073914
151,Huangshi,12,0.4906839157888284,0.024058051019208104,0.022862314825761065
151,Huangshi,24,0.33349034148530865,0.003122434833555454,0.0029809256203497947
152,Shiyan,3,0.8422960792271599,0.009998752841576253,0.008583741201767081
152,Shiyan,6,0.7051777804223944,0.02598661417165482,0.02002103833171598
152,Shiyan,12,0.532756446653848,0.03980193062207038,0.02643247455169717
152,Shiyan,24,0.32390845959762815,0.02803447958879368,0.020232822528058025
153,Xiangfan,3,0.7751781458534636,0.010961752494453969,0.002451481621163487
153,Xiangfan,6,0.5640551118708013,0.025225843343234966,0.008136160178300766
153,Xiangfan,12,0.35294635849072586,0.020406489817696993,0.007594372032750818
153,Xiangfan,24,0.21864913293663846,0.0007492710898335808,-6.670996482671665e-05
154,Ezhou,3,0.793947553650151,0.014972326611488174,0.017664198895855687
154,Ezhou,6,0.6235502067251455,0.022396950957052297,0.028295009724483178
154,Ezhou,12,0.4407949724222019,0.013538075514148207,0.018174356645102585
154,Ezhou,24,0.3025473167989762,0.0017487840471153149,0.0016810989504696394
155,Jingmen,3,0.7760164276560889,0.013304162066392955,0.005436409725490532
155,Jingmen,6,0.5874229538383545,0.026248003668705056,0.012519034779910232
155,Jingmen,12,0.3928387288673836,0.01648709262753134,0.007915762890648992
155,Jingmen,24,0.24260017064273698,0.003134902458704958,0.0010904840689480721
156,Xiaogan,3,0.7798915544777614,0.01422483184812584,0.006251807331609127
156,Xiaogan,6,0.6166656892975829,0.02242514313629118,0.010956019737601963
156,Xiaogan,12,0.44828616686129896,0.013545866857384459,0.006518722198520788
156,Xiaogan,24,0.3167501130383805,0.00031473896997968875,0.0001346898900419502
157,Huanggang,3,0.6218966018615075,0.056033679418936,0.06228082417004188
157,Huanggang,6,0.49019217160034323,0.06208810540582488,0.06621929958904005
157,Huanggang,12,0.3533917392884143,0.03747021500837,0.04164501372534546
157,Huanggang,24,0.2434868508878716,0.006916108352548633,0.010914546637083689
158,Xianning,3,0.8008751617596831,0.016401355075558954,0.011766675628482992
158,Xianning,6,0.6281579586692704,0.03647245397253185,0.024745050820115133
158,Xianning,12,0.4439592650902726,0.032501947538313924,0.023238668461479373
158,Xianning,24,0.29693251386925024,0.009326711252167774,0.006730734092227908
159,Suizhou,3,0.7983146712613683,0.018765360475496817,0.013645385294610457
159,Suizhou,6,0.6196545460927222,0.0353178856745906,0.026356021298542642
159,Suizhou,12,0.43992727231095075,0.021815599453866796,0.016450196788518556
159,Suizhou,24,0.298278979753807,0.002563020077131828,0.0021667612159779193
160,Enshizhou,3,0.8046776475624519,0.005586703525712444,0.011377859439160254
160,Enshizhou,6,0.6919032278793031,0.010571936578275043,0.02183671115690955
160,Enshizhou,12,0.5472697206875227,0.018929363516878572,0.03136148858552368
160,Enshizhou,24,0.3778056312459117,0.01134721348456147,0.027569008051018584
161,Yiyang,3,0.7965893645806482,0.017866535305672726,0.016764743890477996
161,Yiyang,6,0.6398018972869743,0.03956027937637141,0.03667161687816578
161,Yiyang,12,0.44986250170305053,0.048771287220237824,0.04297066586814913
161,Yiyang,24,0.29638964028323433,0.017526241658642583,0.013516020639342097
162,Xiangxizhou,3,0.8045921649560306,0.01845546299622214,0.01663304861744197
162,Xiangxizhou,6,0.6707509901209595,0.039950243150131404,0.038724987168267555
162,Xiangxizhou,12,0.5115946556277509,0.04809611232368649,0.049930186311031965
162,Xiangxizhou,24,0.319082542478194,0.019443770692482487,0.02346117043130913
163,Guangyuan,3,0.7031447224957018,0.006565756491280106,0.008301352553505503
163,Guangyuan,6,0.5672781792659323,0.018189173107912238,0.015107701625119874
163,Guangyuan,12,0.4066640283799823,0.029278925273295564,0.022047737605200846
163,Guangyuan,24,0.23508026525029346,0.0198527860041402,0.02074627999968448
164,Suining,3,0.8415700083656609,0.013411657504615482,0.009131745013182146
164,Suining,6,0.6979388529462323,0.025558981283226645,0.01741631612204153
164,Suining,12,0.5182439267538784,0.030797745853903158,0.019834037517628134
164,Suining,24,0.359386024046192,0.022889595039485178,0.016248013386715
165,Neijiang,3,0.8045733233069439,0.011544539359284456,0.006661647244830982
165,Neijiang,6,0.6483057728062485,0.020177510359137174,0.015239178149787369
165,Neijiang,12,0.49108546168083156,0.01740967750717426,0.01571556307749511
165,Neijiang,24,0.3763209235542315,0.0040511336938298115,0.003137223471937012
166,Leshan,3,0.7289254370775347,0.009009385421051674,0.010537155460027647
166,Leshan,6,0.5311567156404517,0.01961545018469457,0.023061112316413945
166,Leshan,12,0.3488248386976709,0.019131938046109354,0.02141404933220581
166,Leshan,24,0.2025146187772997,0.006022904393493178,0.005505672363499081
167,Meishan,3,0.8006440471022764,0.01501167681189941,0.015039033268396396
167,Meishan,6,0.6627335334771927,0.02867897293311905,0.026963133930419048
167,Meishan,12,0.5080900243413553,0.02785770164019752,0.02270085908730679
167,Meishan,24,0.35682712460011834,0.009118067970614874,0.005373026989330509
168,Guangan,3,0.8063402638545867,0.014233638301874962,0.009967845122633712
168,Guangan,6,0.6685569329627903,0.0272470070608527,0.019174970870242336
168,Guangan,12,0.5143122507360942,0.031311361626331635,0.02501429686782619
168,Guangan,24,0.3628054422162702,0.02035779371052948,0.018577266769362444
169,Dazhou,3,0.8040421247020713,0.006672260016194809,0.006172629701311272
169,Dazhou,6,0.6614197484099333,0.018738326298892938,0.013927548460967554
169,Dazhou,12,0.49422838626478427,0.019072093290202208,0.02093278016244393
169,Dazhou,24,0.3405935368228522,0.011230732486089301,0.01367439391154568
170,Yaan,3,0.5410434385320839,0.01568772063974766,0.01791754564549186
170,Yaan,6,0.42831557839109435,0.028901469501376842,0.029365380593523227
170,Yaan,12,0.27360293573800154,0.04922405667601759,0.04182301048133896
170,Yaan,24,0.11088803664008473,0.030760250550659785,0.026705254229623998
171,Ziyang,3,0.833045133983572,0.010383740036039035,0.006953295670765636
171,Ziyang,6,0.6897969283343051,0.022761147459154474,0.013073410499695903
171,Ziyang,12,0.5121959573248069,0.01989150758305802,0.012500861317962464
171,Ziyang,24,0.35511432561537704,0.012701230034491306,0.006579891158226214
172,Hanzhong,3,0.7780406386161574,0.006486468361497355,0.004731324188159469
172,Hanzhong,6,0.6068498229087695,0.013951133694567908,0.011778025097808675
172,Hanzhong,12,0.44034602978364146,0.018209128347503212,0.01665355643092359
172,Hanzhong,24,0.279352429592141,0.0110723835075488,0.006131537874478954
173,Ankang,3,0.8421427676269866,0.0032486663657244064,0.003887899355587643
173,Ankang,6,0.7115968350486666,0.011096154147786197,0.01121767903003379
173,Ankang,12,0.5349373601671192,0.021226562717081454,0.01956139121448275
173,Ankang,24,0.31685954230455815,0.014071113665439894,0.009436827166368733
174,Shangluo,3,0.8112904755435706,0.008133108004236167,0.004687040040767698
174,Shangluo,6,0.6558617537474363,0.016336710774570218,0.012507245169038228
174,Shangluo,12,0.4597050760321234,0.022126007031920025,0.018214542657343458
174,Shangluo,24,0.25286231859912023,0.013973383473321221,0.008947541233712664
175,Baiyin,3,0.695938784532351,-0.008095921137519335,0.0030093242883255655
175,Baiyin,6,0.4862121907296205,-0.010254073591699275,0.005635672140652748
175,Baiyin,12,0.2704466472833973,-0.00825768537292293,0.0063048333000574885
175,Baiyin,24,0.13023862041486167,-0.0048571824686397536,0.0009290172058059598
176,Tianshui,3,0.6726643763048696,0.010828426470733898,0.014193189539195905
176,Tianshui,6,0.4558766692182392,0.01996432924318925,0.02542549564058405
176,Tianshui,12,0.2950264564877427,0.02050917516948869,0.023541195128941372
176,Tianshui,24,0.2277327915692402,0.006526815454347412,0.011641396549557537
177,Pingliang,3,0.7041876238891919,0.007425384524364476,0.004447829528512082
177,Pingliang,6,0.5172163546383141,0.008478032173819483,0.004986952670989697
177,Pingliang,12,0.3770085832071558,0.0030451104073740964,0.0021774622255270604
177,Pingliang,24,0.24006141137050097,0.0007779458176366827,-8.886382375949964e-06
178,Qingyang,3,0.7479684062143204,0.00449368427112784,0.004346983056579656
178,Qingyang,6,0.5597790284390816,0.011478011899333063,0.011445665615295475
178,Qingyang,12,0.36880919977671034,0.01357653584905516,0.01468554489281615
178,Qingyang,24,0.19609934543492458,0.004081602822712749,0.004281383909517156
179,Dingxi,3,0.54106961349654,0.010945869114818985,0.01869792630869549
179,Dingxi,6,0.2951047749881275,0.020847487979055113,0.030611257790386204
179,Dingxi,12,0.18234103617212782,0.01408667762331528,0.01638404926559822
179,Dingxi,24,0.187118701050765,0.004297259405798615,0.0008970056719455055
180,Linxiazhou,3,0.6426199549328042,-0.005766996072658959,0.0036068646705472718
180,Linxiazhou,6,0.42452106881391927,-0.002331707930743332,0.004331100831488799
180,Linxiazhou,12,0.274920047492617,-0.0014339125579150291,0.003505295276121645
180,Linxiazhou,24,0.2550849511595831,-0.0058900283826085476,0.0005732643121109104
181,Wuzhong,3,0.670580669000634,0.012763425121767202,0.012026656285208714
181,Wuzhong,6,0.44312863152504656,0.02025885220774226,0.022144290153919277
181,Wuzhong,12,0.2461445842182325,0.01618377233614443,0.021996729071954713
181,Wuzhong,24,0.1250485822238364,0.0071891766055982576,0.00757485777122513
182,Zhongwei,3,0.5945534513473703,-0.0043602658559931395,0.008420991781908471
182,Zhongwei,6,0.35668982548565586,-0.002341218615819818,0.014816021263345469
182,Zhongwei,12,0.18669182692127728,-0.004181230524820001,0.011153713155432898
182,Zhongwei,24,0.08437646373565555,-0.006910516306084746,0.006290777143899473
183,Guyuan,3,0.6323432859234832,0.01608009997518578,0.009587779398074314
