station_index,station,longitude,latitude,lead_hour,pm_history_adjusted_r2,past_weather_r2_gain,realized_future_weather_r2_gain
67,Zhangzhi,113.0949861,36.18655,3,0.7345778459466038,0.03422995675721785,0.020818932120105216
68,Linfen,111.518825,36.07985,3,0.7450311054098488,0.03274950382051667,0.024228091978964805
69,Yangquan,113.56226666666667,37.860699999999994,3,0.7959827333494471,0.02877782761821923,0.02226992865094024
70,Jinzhou,121.1185,41.05882,3,0.7217184255641342,0.03602508544249028,0.05374882180890117
71,Wuhu,118.37395000000001,31.36785,3,0.7566754024768492,0.013095202007877615,0.01312468038754988
72,Maanshan,118.52462,31.69678,3,0.8009441880284303,0.011421725457203324,0.01273197093559808
73,Jiujiang,115.98975714285714,29.673300000000005,3,0.8638844050670368,0.006365979026753066,0.007344758210118485
74,Luoyang,112.41968333333334,34.65716666666667,3,0.8071615907614116,0.019653892307076704,0.017084131858858043
75,Anyang,114.37566666666665,36.086,3,0.7674914768982308,0.022254110394422932,0.023247725348076953
76,Kaifeng,114.3336,34.79076666666667,3,0.715539789351949,0.019399364833497135,0.022622270642625564
77,Jiaozuo,113.2242,35.21613333333333,3,0.8160337950148011,0.018155062318784387,0.017091755725097135
78,Pingdingshan,113.26013333333333,33.73246666666667,3,0.8010537901004585,0.021453237444567397,0.0187550773131272
79,Sanmenxia,111.1754,34.7856,3,0.7690049391067008,0.02044855440428428,0.020485910261259455
80,Yichang,111.31052,30.70758,3,0.7938031080588687,0.02073550042103689,0.013980122918930582
81,Jingzhou,112.2502,30.32483333333333,3,0.79771038901096,0.011023916090094454,0.008993141892929213
82,Yueyang,113.15066666666665,29.403616666666665,3,0.8123608235422759,0.013876320348981563,0.00923921256214899
83,Changde,111.70665,29.05795,3,0.7228709004053904,0.01522685309349281,0.012836492918636422
84,Zhangjiajie,110.50303333333333,29.20593333333333,3,0.711063544506052,0.014675982804372323,0.007585978198601628
85,Mianyang,104.73285,31.47535,3,0.8509815618608818,0.015842954787814834,0.013473495091526955
86,Yibin,104.62036666666667,28.775138333333334,3,0.7839645208795678,0.020503422763735513,0.02337044478064798
87,Luzhou,105.43465,28.9,3,0.8345180945564687,0.014386890095490545,0.012216059626262044
88,Zigong,104.76195,29.351950000000002,3,0.750892352919913,0.03045865455834562,0.02413584271867053
89,Deyang,104.39235000000001,31.1204,3,0.7449642892521389,0.02349170918533594,0.018151091368960648
90,Nanchong,106.08621666666666,30.803066666666666,3,0.8342486420618598,0.01734629246382169,0.017323090420892306
91,Xianyang,108.6997,34.3399,3,0.7603581540595192,0.021072738056128193,0.02035750603927977
92,Tongchuan,108.98766666666666,34.949533333333335,3,0.8247093218275435,0.014909623629956403,0.013199809049382338
93,Yanan,109.48803333333335,36.5967,3,0.6652873171481382,0.019511348108191884,0.02225116836929475
94,Baoji,107.18958750000002,34.354125,3,0.8247803473732815,0.013942423343099808,0.015864605831106715
95,Weinan,109.46503333333334,34.4985,3,0.7998420988636558,0.01880193677019082,0.014103389325732185
96,Shizuishan,106.547775,39.047425000000004,3,0.6669029531226598,0.030972825959803885,0.028495755760847397
97,Zhangqiu,117.541,36.71,3,0.6786115691083197,0.03297393088018841,0.025416410366278064
98,Jimo,120.47,36.39,3,0.5493528352297554,0.0449475427290309,0.0453877697166154
99,Jiaonan,120.005,35.878,3,0.6689525775748351,0.024925776466563687,0.020839826446055087
100,Jiaozhou,120.014,36.253,3,0.6674589019904604,0.03653007877688075,0.031103195544034956
101,Laixi,120.515,36.885,3,0.6764162785380563,0.040442633946643936,0.034897308548129
102,Pingdu,119.95200000000001,36.792,3,0.5497707742542068,0.050540002215668345,0.04584761186569153
103,Penglai,120.76,37.817,3,0.6696664217790398,0.038617614243633636,0.03433568174470891
104,Zhaoyuan,120.399,37.374,3,0.6282363455794823,0.049448113772881275,0.042012746933699385
105,Laizhou,119.95,37.1785,3,0.6866682267040181,0.041668829803905294,0.03305837782871701
106,Rushan,121.531,36.913000000000004,3,0.7049485121997912,0.02447434471419352,0.028365870451387054
107,Wujiang,120.64299999999999,31.165666666666667,3,0.7178012659430204,0.024443162704173238,0.025636084424580652
108,Taicang,121.14,31.421999999999997,3,0.7600688563702034,0.023212584001720882,0.026360796142385734
109,Jurong,119.146,31.955,3,0.6893668963907105,0.01648917615286194,0.014272543421928185
110,Jiangyin,120.269,31.916333333333338,3,0.7350032060056497,0.0299578928760742,0.028291125406253892
111,Yixing,119.818,31.354,3,0.7863860778734166,0.014892992753264833,0.01477720940754601
112,Jintan,119.579,31.744,3,0.6924207186307926,0.021246787205870032,0.02475748410050771
113,Liyang,119.44899999999998,31.3585,3,0.677801313643994,0.021236576622774672,0.020919276282008292
114,Linan,119.7183,30.2366,3,0.7442041094254922,0.015144076292681552,0.01661038043543428
115,Fuyang,117.2097,31.934033333333332,3,0.7565388165135469,0.010101927705603697,0.010983980009855121
116,Yiwu,120.06550000000001,29.319499999999998,3,0.7731187072205081,0.013602343663405958,0.014140283895429762
117,Xinyang,114.061525,32.13015,3,0.7746273640599577,0.011312857659373732,0.010288027525173327
118,Zhoukou,114.65715,33.621500000000005,3,0.7714283947678067,0.014165613317023928,0.016138496315790563
119,Jincheng,112.84638333333332,35.50058333333333,3,0.7270555299647963,0.030236396643516184,0.027415519607077887
120,Shuozhou,112.43119999999999,39.34474,3,0.6262064798978423,0.049661473585283056,0.04719488683118589
121,Jinzhong,112.73200000000001,37.707233333333335,3,0.7320340310993672,0.0378235315165083,0.022525011980581433
122,Yuncheng,111.007025,35.055324999999996,3,0.8151762463371706,0.021458932761540317,0.014660390296875603
123,Xinzhou,112.72473333333335,38.454433333333334,3,0.7524812867770995,0.03147468550678856,0.022603542282770284
124,Lu:liang,111.1406,37.5211,3,0.6059341724642151,0.03704732063960314,0.022782085685238318
125,Wuhai,106.80796666666667,39.675333333333334,3,0.632255238180581,0.037086890007654194,0.023840095680793594
126,Bayannaoer,107.50735,40.8384,3,0.6329647303633696,0.03593411342615571,0.020723195334034994
127,Wulanchabu,113.1306,40.9923,3,0.710859726501955,0.03294334755795025,0.027881271101567573
128,Alashanmeng,105.69966666666666,38.84296666666666,3,0.6259332537642337,0.02182720762180701,0.01327042477314122
129,Chaoyang,120.42083333333335,41.59093333333334,3,0.6810723707852258,0.033026714113149946,0.05303069713555342
130,Bangbu,117.35681666666669,32.929249999999996,3,0.7540463104890737,0.01756791930769319,0.01504535670118301
131,Huainan,116.8364,32.66645,3,0.7541901066854418,0.01190998573056501,0.012183273236961
132,Huaibei,116.7973,33.940266666666666,3,0.776964655369317,0.01744211349192848,0.01579059179801745
133,Tongling,117.80895,30.929616666666664,3,0.7545217324719173,0.01646298686314729,0.014306223624936054
134,Anqing,117.02473333333334,30.546900000000004,3,0.7977713972843811,0.010043459250357323,0.009259489947647803
135,Huangshan,118.25546666666666,29.903033333333337,3,0.7311935390741159,0.015710356241448897,0.009829577499657627
136,Chuzhou,118.31653333333334,32.3,3,0.7324078627059001,0.01659719316326025,0.012069193207003392
137,Liuan,116.514725,31.76245,3,0.765430742849595,0.009400119732577705,0.008753364014583487
138,Chizhou,117.48355000000001,30.6578,3,0.7387335244949225,0.009646173189227447,0.007724135053322145
139,Xuancheng,118.73806666666667,30.953999999999997,3,0.7217820316060444,0.014160147338431406,0.012098491776464382
140,Jingdezhen,117.2242,29.304219999999997,3,0.7974266855011578,0.014039630150699645,0.010250310213730907
141,Yingtan,117.01343999999999,28.20856,3,0.7917325547474894,0.011508934081898126,0.012320883643866742
142,Shangrao,117.9583,28.448825,3,0.8110989780002199,0.018582006093518566,0.011343908628884014
143,Hebi,114.25113333333333,35.794533333333334,3,0.7959643322690071,0.01607535288850792,0.014679335903184043
144,Xinxiang,113.86766666666666,35.294999999999995,3,0.7673315677733301,0.021648199477593444,0.01986018703527581
145,Puyang,115.057,35.76573333333334,3,0.7726143200344775,0.01956044396104195,0.02281423707116137
146,Xuchang,113.81184999999999,34.0035,3,0.7280131577823309,0.019698394517776774,0.0240301164635488
147,Luohe,114.0268,33.570325000000004,3,0.7687833438150617,0.017652693191030133,0.016240727851147496
148,Nanyang,112.5317,32.990125000000006,3,0.8038438956533249,0.013221522268520691,0.011252191096641107
149,Shangqiu,115.6547,34.421533333333336,3,0.7466083571887276,0.018155810709914233,0.01652924960943758
150,Zhumadian,114.00903333333333,32.98930000000001,3,0.7606031755030934,0.01582520760313455,0.014103606991340722
151,Huangshi,115.01512500000001,30.213050000000003,3,0.8276029376650551,0.012554409065926198,0.008781760671112915
152,Shiyan,110.8579,32.563675,3,0.8388379282354275,0.01670295102367325,0.012291671666246895
153,Xiangfan,112.171825,32.07015,3,0.7701365590786815,0.012621233051341885,0.018519364429740004
154,Ezhou,114.8666,30.393033333333335,3,0.7869686057352022,0.013392923367916532,0.00976397622838776
155,Jingmen,112.20646666666669,31.025366666666667,3,0.771999394556217,0.010387952221699859,0.014072060138107356
156,Xiaogan,113.92865,30.918,3,0.7750143772724652,0.01003491522487221,0.0074145657242780105
157,Huanggang,114.9028,30.4742,3,0.6208628268115253,0.019876516316535975,0.011043652117268543
158,Xianning,114.313325,29.840425,3,0.7970143477234962,0.009620326755055864,0.006885544461977422
159,Suizhou,113.37996666666668,31.71636666666667,3,0.7908925850388505,0.014890663935595794,0.009940818968203202
160,Enshizhou,109.4864,30.290399999999998,3,0.8032844100516596,0.01708387166243608,0.011169725501401162
161,Yiyang,112.34146666666668,28.581833333333332,3,0.7938749357398273,0.010236806112263186,0.007898230188411404
162,Xiangxizhou,109.71415,28.2922,3,0.8029198322871064,0.014372559407492491,0.007120583079463949
163,Guangyuan,105.84909999999999,32.437375,3,0.7089823703386193,0.016925108245555154,0.013611029600590352
164,Suining,105.69723333333333,30.574333333333332,3,0.8397456389284855,0.018150316303070624,0.014686019740798528
165,Neijiang,105.052675,29.588475,3,0.8042265457858709,0.014150985665585591,0.016553373756754808
166,Leshan,103.7602,29.573800000000002,3,0.7260122660298867,0.029111894255926307,0.025927024811709276
167,Meishan,103.87010000000001,30.069,3,0.7994883929192078,0.014504067973409529,0.008577610427599192
168,Guangan,106.63206666666667,30.459666666666667,3,0.8073080529126109,0.01923664337139286,0.01791849178709115
169,Dazhou,107.50337999999999,31.22138,3,0.80355216951979,0.02238353450411379,0.021909644884393065
170,Yaan,103.0109,29.9834,3,0.5552482759291213,0.038672944802746745,0.01777372305210123
171,Ziyang,104.6405,30.133,3,0.8315658117824284,0.015553830265216173,0.010904116934392971
172,Hanzhong,107.01043333333332,33.07223333333334,3,0.7777496253526703,0.02054310160327877,0.019672494162508825
173,Ankang,109.02213333333333,32.68973333333333,3,0.8402894830838631,0.009730122215840908,0.008105437533410753
174,Shangluo,109.9154,33.8715,3,0.809758547230332,0.010734047520014278,0.00903506991610803
175,Baiyin,104.1731,36.546949999999995,3,0.6949525285624558,0.01182510872134912,0.013849649550933929
176,Tianshui,105.79475,34.573350000000005,3,0.678628973359823,0.011177034316181667,0.011217313488001812
177,Pingliang,106.68655000000001,35.53775,3,0.7102718027570434,0.016886438020919825,0.014995586558632534
178,Qingyang,107.65336666666667,35.65306666666667,3,0.7482084694259565,0.011227547771781587,0.016083070070264882
179,Dingxi,104.61985,35.58445,3,0.5617150086137779,0.020036415097443916,0.018635046752449425
180,Linxiazhou,103.21015,35.6018,3,0.6530047912560724,0.023975629294035627,0.018148825654483725
181,Wuzhong,106.19925,37.97835,3,0.668711977096281,0.017817419440083304,0.02104851609061953
182,Zhongwei,105.18855,37.258700000000005,3,0.5935231256130586,0.018139606908751604,0.021474673096106844
183,Guyuan,106.24953333333333,36.055,3,0.63205803364863,0.008755719128717865,0.01864628278715974
0,Beijing,116.39824999999998,40.045975000000006,24,0.16695681561911024,0.09289244948415398,0.40606189047127417
1,Tianjin,117.32216666666666,39.07768333333333,24,0.09353501191091051,0.10993186681563227,0.3280665260390231
2,Shijiazhuang,114.49317142857144,38.033628571428565,24,0.22419243347618822,0.10041772185190112,0.19712018753037597
3,Tangshan,118.18291666666666,39.64495333333334,24,0.13973644717609401,0.12860517163862872,0.2822419414809998
4,Qinhuangdao,119.606875,39.936249999999994,24,0.11350691767716725,0.11885323365742251,0.32932171931129905
5,Handan,114.51387499999998,36.607859999999995,24,0.166495314785727,0.0978405660572389,0.15403817044094714
6,Baoding,115.4852,38.876266666666666,24,0.1805459849126556,0.0971922410636199,0.21008550299135997
7,Zhangjiakou,114.90084999999999,40.80275,24,0.09411009647625335,0.15037176172484656,0.27168632754909094
8,Chengde,117.92774,40.96416,24,0.14088813857817273,0.1454885329289135,0.3236075340996394
9,Langfang,116.7151,39.52605,24,0.12014010776323836,0.09744347417687926,0.3334120902924316
10,Cangzhou,116.87156666666668,38.31576666666667,24,0.10005355254364301,0.11343181319318751,0.24433744015083736
11,Hengshui,115.6761,37.744800000000005,24,0.11524629449091317,0.12295326629234371,0.20360904385106526
12,Xingtai,114.506675,37.0771,24,0.1789872134558419,0.09893880185086368,0.18921808630767423
13,Taiyuan,112.50899999999999,37.8489,24,0.08816532469548799,0.11418217451583579,0.3209392237787847
14,Huhehaote,111.66738571428571,40.80768571428571,24,0.09209763167639007,0.0982925669367295,0.3871561722686089
15,Dalian,121.62808148888888,38.95904567888889,24,0.11612122393891655,0.11497019817697507,0.27951260178604
16,Shanghai,121.45294433333333,31.210789000000002,24,0.159873535114604,0.11825513539587329,0.2414818756428424
17,Nanjing,118.77449999999999,32.0488,24,0.15936392889319329,0.10227836942512414,0.14727970788075306
18,Suzhou,119.52117999999999,32.002930000000006,24,0.18168220454016726,0.1280310827609027,0.16843829854664327
19,Nantong,120.8786,31.99044,24,0.12564076476022412,0.11423181604044363,0.253199862765052
20,Lianyungang,119.176,34.5885,24,0.0836979777132254,0.09276468447134678,0.2301762696304207
21,Xuzhou,117.23046000000002,34.260400000000004,24,0.120747598433107,0.0962476880159634,0.149519692786648
22,Yangzhou,119.3965,32.39305,24,0.1140828373553171,0.11648216109175602,0.19857892823260703
23,Wuxi,120.28957142857143,31.570185714285714,24,0.15701653044438335,0.11533646356356586,0.1896146899307939
24,Changzhou,119.94533333333334,31.7911,24,0.11638741132829866,0.09848034823951468,0.21517880655154908
25,Zhenjiang,119.53366666666666,32.1784,24,0.12442362111165395,0.10932260304265728,0.20544482487975213
26,Taizhou,120.62981666666667,30.54818333333333,24,0.23239373202466296,0.09063154236021098,0.1499875901320339
27,Huaian,119.03584000000001,33.58214,24,0.11863531265095406,0.12155459256145762,0.20793773299214124
28,Yancheng,120.16633333333334,33.39703333333333,24,0.13220442018087275,0.12901997313321278,0.23089545191776772
29,Suqian,118.3072,33.9517,24,0.10292876157462072,0.11006805551231424,0.1774762290984656
30,Hangzhou,120.0819090909091,30.21117272727272,24,0.15899845840406157,0.1003561186630687,0.15585644391126952
31,Ningbo,121.62942857142858,29.866699999999998,24,0.11272968707317554,0.08422676733587464,0.20018442982254359
32,Shaoxing,120.605,29.9919,24,0.11121779958061595,0.06637496042563018,0.13767397505475454
33,Huzhou,120.07,30.8244,24,0.16731760120321526,0.09541649822384712,0.1344638512740688
34,Jiaxing,120.735,30.7712,24,0.13534895683750414,0.10622280294258746,0.18597650497885898
35,Jinhua,119.66650000000001,29.08995,24,0.15461041127116482,0.09654665458805878,0.13799087508327879
36,Quzhou,118.86566666666668,28.960433333333338,24,0.1817033007510933,0.11965780139438864,0.1398844955660813
37,Lishui,119.90766666666666,28.444366666666667,24,0.14271985101895923,0.0889642950736882,0.10874440773891147
38,Hefei,117.24780000000001,31.848240000000004,24,0.15885866176903995,0.09359012384286258,0.1277523632735682
39,Nanchang,115.873075,28.702825,24,0.2415750765524518,0.09541705694950642,0.12050661792704398
40,Jinan,117.00885,36.6576,24,0.18018864163021175,0.08410489178434,0.16798764275614586
41,Qingdao,120.36067142857142,36.14881428571428,24,0.1397381340928311,0.09022057886329848,0.21237896185174854
42,Zhengzhou,113.66537142857143,34.760628571428576,24,0.17042595773682878,0.07521566130146695,0.17693110408847046
43,Wuhan,114.2870125,30.5767625,24,0.23235007348734726,0.06419349545915698,0.13880330068407065
44,Zhangsha,112.98362999999999,28.205220000000004,24,0.21861173995544847,0.06709250953435097,0.1364237423548611
45,Zhongqing,106.50192307692306,29.617815384615387,24,0.40083455800302137,0.08482665517035026,0.0972301615730562
46,Chengdou,104.002,30.715500000000002,24,0.2455872111000117,0.11492538056093626,0.11699788540978018
47,Xian,108.99450909090909,34.30269090909091,24,0.22812894617669977,0.0782887862887045,0.16437946606510734
48,Lanzhou,103.86275,36.0405,24,0.12431356774383151,0.06326865024827799,0.07688950938727257
49,Yinchuan,106.1066,38.53423333333333,24,0.10449913003755074,0.09574810355037733,0.0983264233831973
50,Baotou,109.90826666666668,40.627783333333326,24,0.10123028025236636,0.09331343059648511,0.27024811500043633
51,Eerduosi,109.90195999999999,39.72498,24,0.1636962248990358,0.13721091158348742,0.21593950238725712
52,Huludao,120.864825,40.7384,24,0.0967931906180094,0.08272449426517048,0.30054090476333184
53,Laiwu,117.6789,36.2289,24,0.11252930439304054,0.07977616275203125,0.18089719564425877
54,Linyi,118.3286,35.04769999999999,24,0.1696730076004983,0.10115899917017279,0.22214878493208134
55,Liaocheng,115.98415,36.4584,24,0.13536016674551143,0.07720984255309882,0.17748163608363343
56,Binzhou,117.9952,37.37833333333333,24,0.10520076649193644,0.10312598261220052,0.26748683782741245
57,Zibo,118.02022000000002,36.75354,24,0.17300559066754073,0.079533724983888,0.19449101480672437
58,Zaozhuang,117.51355000000001,34.806025,24,0.16547953914934832,0.09990065490535638,0.1889142329294793
59,Yantai,121.36026666666667,37.5074,24,0.11796662793806911,0.09655979891778421,0.2950590906257168
60,Weifang,119.15213333333332,36.72526666666667,24,0.09974661384258254,0.0745778636730865,0.2140701650346547
61,Jining,116.59023333333333,35.41543333333333,24,0.21207630526680976,0.07332647588769814,0.10925513403415055
62,Taian,117.11326666666666,36.188066666666664,24,0.12858266824498554,0.08723650815059325,0.21346371016705412
63,Rizhao,119.49195,35.4206,24,0.14873080097089297,0.09171453958635145,0.22973992246712593
64,Dongying,118.5019,37.4658,24,0.09054329803145167,0.10079040228763625,0.2662255232790719
65,Heze,115.45083066666666,35.25212966666667,24,0.15928219742850425,0.06916128297049029,0.12024730308701892
66,Datong,113.31258,40.097699999999996,24,0.0971390684305049,0.13836031474605393,0.3176835524464655
67,Zhangzhi,113.0949861,36.18655,24,0.1613307429811256,0.09604117770454013,0.15409990764022297
68,Linfen,111.518825,36.07985,24,0.13760235850339175,0.08531944569943617,0.2013803945871423
69,Yangquan,113.56226666666667,37.860699999999994,24,0.18419111285025414,0.1155057759659367,0.23305804701897737
70,Jinzhou,121.1185,41.05882,24,0.09446566340315032,0.0795981791348076,0.3674333956659104
71,Wuhu,118.37395000000001,31.36785,24,0.17364008274037301,0.08651854146777771,0.11669333595278342
72,Maanshan,118.52462,31.69678,24,0.1838397257547716,0.09213966798589823,0.13161703929799362
73,Jiujiang,115.98975714285714,29.673300000000005,24,0.24830290336974625,0.08233223719619676,0.1305475865884581
74,Luoyang,112.41968333333334,34.65716666666667,24,0.20460446752365546,0.08613300955719738,0.1787619036874999
75,Anyang,114.37566666666665,36.086,24,0.14522813855109784,0.07828030392172503,0.1360363822388283
76,Kaifeng,114.3336,34.79076666666667,24,0.09691763847656165,0.052749578589020296,0.14718020610765148
77,Jiaozuo,113.2242,35.21613333333333,24,0.21528830422641643,0.09822658480530733,0.18848455823312882
78,Pingdingshan,113.26013333333333,33.73246666666667,24,0.23920419118962288,0.0789916700780906,0.1479281917515145
79,Sanmenxia,111.1754,34.7856,24,0.15147494731135303,0.1042220273967932,0.18418474067415447
80,Yichang,111.31052,30.70758,24,0.18490136422281278,0.0837964331264972,0.11210998703203001
81,Jingzhou,112.2502,30.32483333333333,24,0.24585403716217413,0.051178525308616774,0.09178202009676784
82,Yueyang,113.15066666666665,29.403616666666665,24,0.23110484463366876,0.06265829278605817,0.12329558704332966
83,Changde,111.70665,29.05795,24,0.19514311797988604,0.0602940723040678,0.11472388598246042
84,Zhangjiajie,110.50303333333333,29.20593333333333,24,0.24144980139916195,0.07685662358020262,0.05099470288152508
85,Mianyang,104.73285,31.47535,24,0.2641823446001379,0.10697051976494043,0.15198408644962802
86,Yibin,104.62036666666667,28.775138333333334,24,0.16375945420090265,0.1578900248167896,0.18754552100358413
87,Luzhou,105.43465,28.9,24,0.36589136971181024,0.10865721305240328,0.08370518349937062
88,Zigong,104.76195,29.351950000000002,24,0.2730537249900775,0.11408804840457498,0.150959417205621
89,Deyang,104.39235000000001,31.1204,24,0.25307365723197495,0.09663110408347819,0.1220302201034259
90,Nanchong,106.08621666666666,30.803066666666666,24,0.35493756736473003,0.10471843641489753,0.17148676521904604
91,Xianyang,108.6997,34.3399,24,0.1929182179340787,0.06436673200697685,0.1412714275223671
92,Tongchuan,108.98766666666666,34.949533333333335,24,0.236441975518224,0.08062906192511454,0.15396719717887475
93,Yanan,109.48803333333335,36.5967,24,0.17522075330840114,0.0777143973094041,0.1537718675134626
